GO	description	category	ERR2985255	ERR2985256	ERR2985257	ERR2985258	ERR2985259	ERR2985260	ERR2985261	ERR2985262	ERR2985263	ERR2985264	ERR2985265	ERR2985266	ERR2985267	ERR2985268	ERR2985269	ERR2985270	ERR2985271	ERR2985272	ERR2985273	ERR2985274	ERR2985275	ERR2985276	ERR2985277	ERR2985278
GO:0008934	inositol monophosphate 1-phosphatase activity	molecular function	5	6	28	3	3	7	2	10	6	6	4	5	13	4	2	18	8	20	12	10	9	4	4	5
GO:0008939	nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity	molecular function	500	759	2259	533	597	707	604	798	737	554	609	789	1541	538	365	2085	526	1654	1520	1687	779	703	408	836
GO:0008942	nitrite reductase [NAD(P)H] activity	molecular function	47	87	533	72	93	77	49	103	49	88	66	51	108	48	25	503	63	93	84	129	148	58	17	157
GO:0008948	oxaloacetate decarboxylase activity	molecular function	12	13	6	24	7	15	12	19	11	4	11	5	5	11	10	5	19	37	32	16	9	12	13	15
GO:0008962	phosphatidylglycerophosphatase activity	molecular function	362	464	1251	321	325	382	308	510	384	320	356	383	754	393	211	1133	305	874	832	830	572	340	226	601
GO:0008963	phospho-N-acetylmuramoyl-pentapeptide-transferase activity	molecular function	2257	1942	1366	920	884	1371	1654	2008	1438	810	1188	1594	2476	2437	816	1311	777	1742	1505	2759	1321	1827	992	1459
GO:0008964	phosphoenolpyruvate carboxylase activity	molecular function	1534	2282	5184	1166	1460	1673	1624	2359	1560	1334	1496	1676	3657	1651	814	4765	1106	5012	4643	4138	3290	1747	873	3506
GO:0008973	phosphopentomutase activity	molecular function	64	139	37	78	36	70	134	166	92	40	74	72	133	67	43	39	79	101	95	159	150	133	48	169
GO:0008974	phosphoribulokinase activity	molecular function	62	44	29	44	34	33	62	44	50	27	35	67	88	67	22	31	38	83	71	154	47	56	31	63
GO:0008977	prephenate dehydrogenase (NAD+) activity	molecular function	558	904	1499	477	577	650	655	936	642	498	546	739	1134	631	352	1387	462	1637	1433	1402	886	737	393	963
GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	molecular function	259	900	280	1063	289	455	811	975	498	264	467	512	231	280	298	243	953	795	706	261	806	927	315	855
GO:0008984	protein-glutamate methylesterase activity	molecular function	984	1269	528	751	854	966	922	1336	1247	734	882	1356	3259	1036	613	477	709	2362	2180	3659	1376	967	677	1489
GO:0008987	quinolinate synthetase A activity	molecular function	1242	1582	2463	877	901	1172	1124	1667	1066	832	1075	1175	2205	1310	662	2314	787	2553	2336	2453	1572	1192	758	1756
GO:0008990	rRNA (guanine-N2-)-methyltransferase activity	molecular function	101	234	112	177	98	114	158	246	109	77	112	108	161	100	84	121	164	676	627	171	268	143	99	298
GO:0008998	ribonucleoside-triphosphate reductase activity	molecular function	1561	1177	348	854	411	880	889	1311	796	388	783	865	548	1743	731	313	792	2126	1942	658	1043	962	832	1126
GO:0009001	serine O-acetyltransferase activity	molecular function	80	98	70	65	57	103	94	99	73	43	98	83	187	82	40	72	67	178	152	172	139	96	63	135
GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity	molecular function	2567	2279	3587	1361	1140	1674	1801	2467	1779	1068	1529	1887	2944	2757	1126	3323	1249	3363	3039	3350	2049	1939	1219	2202
GO:0009007	site-specific DNA-methyltransferase (adenine-specific) activity	molecular function	1478	2054	1883	2769	2656	2062	1688	2226	1728	2402	1802	2000	775	1731	2008	1771	2619	1596	1456	832	1603	1876	2308	1818
GO:0009015	N-succinylarginine dihydrolase activity	molecular function	79	117	87	124	32	137	130	128	116	36	132	126	220	95	99	88	115	91	82	245	124	129	108	138
GO:0009020	tRNA (guanosine-2'-O-)-methyltransferase activity	molecular function	3	5	4	11	2	7	1	4	1	2	7	0	3	3	0	4	10	9	14	0	2	1	3	1
GO:0009029	tetraacyldisaccharide 4'-kinase activity	molecular function	714	1200	1759	670	542	824	800	1246	714	506	792	805	1511	764	440	1677	626	2064	1992	1653	1167	870	495	1249
GO:0009036	Type II site-specific deoxyribonuclease activity	molecular function	558	557	1894	313	847	461	435	580	462	771	404	505	677	595	255	1780	284	1997	1929	768	738	522	280	831
GO:0009039	urease activity	molecular function	79	108	421	64	73	88	138	131	77	70	95	92	239	76	49	346	82	236	193	236	154	137	44	146
GO:0009044	xylan 1,4-beta-xylosidase activity	molecular function	9	3	1	2	2	6	4	3	8	0	5	10	1	7	1	1	3	1	1	3	4	3	0	6
GO:0009045	xylose isomerase activity	molecular function	97	159	49	69	49	117	122	158	80	40	110	91	181	118	50	46	50	97	87	201	113	138	57	130
GO:0009052	pentose-phosphate shunt, non-oxidative branch	biological process	298	502	1055	304	274	314	393	539	367	252	319	389	731	318	167	1006	281	1049	1007	817	532	403	191	583
GO:0009055	electron carrier activity	molecular function	14988	20112	31209	10582	12218	16823	15524	21586	14071	10988	15067	15700	36073	16269	8673	28157	9709	33250	30031	40928	21385	17253	9679	23658
GO:0009056	catabolic process	biological process	20	42	20	34	36	51	30	47	91	21	41	86	91	27	32	17	30	22	23	102	30	40	30	41
GO:0009058	biosynthetic process	biological process	38051	41405	52675	22417	21793	29082	33546	43924	29944	20038	25821	33510	53860	41210	18519	48056	20516	52642	47812	61109	37142	36710	20405	40806
GO:0009060	aerobic respiration	biological process	2721	3831	3519	1784	1940	2689	2859	4019	2440	1681	2426	2749	5237	2906	1434	3181	1623	4320	3845	6038	3791	3182	1644	4257
GO:0009063	cellular amino acid catabolic process	biological process	47	88	151	47	43	63	76	105	56	38	62	67	139	59	53	114	43	69	71	184	77	57	34	71
GO:0009072	aromatic amino acid family metabolic process	biological process	466	983	868	324	380	491	605	1051	292	339	444	315	831	480	238	797	318	838	815	909	1024	683	269	1082
GO:0009073	aromatic amino acid family biosynthetic process	biological process	2077	3187	3296	1652	1502	2063	2280	3406	2106	1352	1861	2255	4049	2175	1292	3081	1531	3486	3192	4464	3225	2441	1397	3559
GO:0009074	aromatic amino acid family catabolic process	biological process	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0
GO:0009082	branched-chain amino acid biosynthetic process	biological process	651	883	1300	477	496	630	686	975	612	439	606	703	1203	717	389	1175	459	1498	1340	1335	1009	728	422	1055
GO:0009086	methionine biosynthetic process	biological process	1406	2430	3081	1224	1105	1560	1523	2598	1418	1001	1409	1579	2809	1554	843	2872	1128	3728	3397	3106	2515	1658	878	2643
GO:0009089	lysine biosynthetic process via diaminopimelate	biological process	1381	2254	3939	1188	1159	1436	1578	2368	1415	1052	1375	1575	2753	1524	809	3494	1088	3865	3503	3078	2176	1710	887	2339
GO:0009094	L-phenylalanine biosynthetic process	biological process	902	1046	1698	613	753	900	1008	1086	761	712	805	885	1458	1021	414	1587	566	1742	1591	1612	1068	1121	457	1190
GO:0009098	leucine biosynthetic process	biological process	451	664	852	376	371	434	503	696	496	312	413	563	900	493	269	770	359	1078	951	1019	652	562	256	770
GO:0009102	biotin biosynthetic process	biological process	2	5	1	10	2	4	0	3	3	3	1	1	4	1	4	0	8	6	4	4	1	2	5	2
GO:0009103	lipopolysaccharide biosynthetic process	biological process	170	231	557	127	120	149	164	228	148	101	141	166	254	151	79	474	136	235	199	276	226	184	94	262
GO:0009107	lipoate biosynthetic process	biological process	123	214	319	96	110	144	131	184	155	106	111	158	281	117	73	250	108	319	253	343	202	141	70	219
GO:0009113	purine nucleobase biosynthetic process	biological process	1215	1428	1785	806	788	1058	1165	1526	1020	708	1002	1084	1977	1303	674	1666	755	1941	1852	2260	1416	1254	760	1603
GO:0009116	nucleoside metabolic process	biological process	1868	2440	3458	1285	1266	1802	1933	2564	1627	1099	1622	1723	2978	2095	1049	3176	1201	2956	2691	3459	2101	2229	1162	2420
GO:0009117	nucleotide metabolic process	biological process	308	443	1757	268	307	326	299	468	314	293	291	342	452	327	158	1668	246	1029	918	482	536	301	180	591
GO:0009132	nucleoside diphosphate metabolic process	biological process	7	2	146	7	19	5	7	6	12	25	0	20	18	6	8	130	3	9	8	11	7	6	0	3
GO:0009143	nucleoside triphosphate catabolic process	biological process	1082	1233	1179	647	651	853	1061	1304	865	612	697	941	1516	1218	550	1138	583	1302	1199	1712	1058	1142	639	1062
GO:0009156	ribonucleoside monophosphate biosynthetic process	biological process	143	263	302	110	104	162	162	242	143	114	126	146	286	162	87	319	123	325	297	312	217	153	99	218
GO:0009159	deoxyribonucleoside monophosphate catabolic process	biological process	74	37	19	17	35	36	41	35	49	22	31	50	40	83	33	14	22	200	171	54	20	39	43	25
GO:0009164	nucleoside catabolic process	biological process	2	2	1	11	4	3	1	4	1	1	2	0	1	2	2	1	10	6	2	0	1	1	2	2
GO:0009165	nucleotide biosynthetic process	biological process	1990	2061	2235	1192	1333	1541	1561	2195	1289	1165	1421	1438	1782	2120	1138	2032	1111	2183	1909	2055	1952	1650	1301	2103
GO:0009166	nucleotide catabolic process	biological process	639	823	1506	537	469	639	642	877	629	423	636	722	1678	689	377	1384	470	1887	1827	1884	1061	661	420	1158
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	biological process	12	39	17	22	17	21	57	45	24	9	13	18	32	25	18	21	16	19	13	47	33	65	14	49
GO:0009190	cyclic nucleotide biosynthetic process	biological process	3067	3776	2216	1743	2679	2017	2772	3967	2717	2460	1845	3108	5839	3285	1656	1999	1550	7345	6868	6742	3922	2960	1885	4423
GO:0009214	cyclic nucleotide catabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0009228	thiamine biosynthetic process	biological process	1029	1281	3698	1016	1020	911	889	1331	900	940	811	957	2495	1075	620	3350	950	2955	2749	2715	1522	947	660	1624
GO:0009229	thiamine diphosphate biosynthetic process	biological process	136	269	89	198	72	186	161	323	123	71	167	140	216	153	97	87	174	156	145	286	197	190	103	216
GO:0009231	riboflavin biosynthetic process	biological process	3992	5512	6551	2822	2569	3578	3782	5810	3572	2366	3218	4158	6951	4311	2010	6100	2623	6984	6479	7800	4780	4309	2110	5175
GO:0009234	menaquinone biosynthetic process	biological process	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009235	cobalamin metabolic process	biological process	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	1
GO:0009236	cobalamin biosynthetic process	biological process	2440	3211	12291	2170	2465	2667	2708	3455	2786	2263	2310	3208	6762	2630	1484	11312	2036	7095	6387	7583	3230	3083	1727	3543
GO:0009239	enterobactin biosynthetic process	biological process	0	1	2	1	0	1	1	5	5	1	3	7	2	0	1	1	1	0	1	2	3	1	0	4
GO:0009245	lipid A biosynthetic process	biological process	2636	4457	7074	2434	2228	3105	3044	4575	2632	2164	2812	2871	5564	2829	1606	6612	2235	6923	6447	6184	4376	3289	1772	4723
GO:0009246	enterobacterial common antigen biosynthetic process	biological process	1	9	7	42	2	8	3	7	1	3	8	1	1	1	5	7	40	9	8	1	14	2	5	15
GO:0009247	glycolipid biosynthetic process	biological process	68	35	15	15	12	73	48	38	38	9	65	32	40	47	19	9	14	34	41	73	17	42	21	14
GO:0009249	protein lipoylation	biological process	1167	1397	2027	790	702	961	1104	1569	974	632	846	1078	1939	1270	567	1879	677	1876	1796	2240	1380	1254	633	1600
GO:0009250	glucan biosynthetic process	biological process	12	16	2	10	5	9	6	14	11	5	9	8	6	9	14	2	6	22	14	7	4	7	12	5
GO:0009253	peptidoglycan catabolic process	biological process	4420	5008	4627	9173	7673	5159	4234	5406	5149	7013	4581	5793	3044	4846	5782	4203	8612	5122	4750	3439	4507	4738	6358	4880
GO:0009254	peptidoglycan turnover	biological process	804	1371	3065	836	734	1004	1042	1535	948	674	897	986	1475	857	471	2799	781	2574	2362	1677	1664	1098	512	1761
GO:0009264	deoxyribonucleotide catabolic process	biological process	93	97	50	82	78	85	131	127	95	62	71	101	81	93	73	40	94	31	33	77	87	119	76	101
GO:0009267	cellular response to starvation	biological process	348	342	192	317	251	229	249	378	335	231	228	385	1271	343	277	179	298	647	578	1428	388	264	275	399
GO:0009271	phage shock	biological process	10	12	2	8	2	11	5	9	5	1	11	7	23	10	6	7	15	117	121	21	14	12	4	14
GO:0009276	Gram-negative-bacterium-type cell wall	cellular component	6	7	2	47	3	2	3	6	0	4	2	1	3	6	3	2	47	16	18	4	8	3	4	6
GO:0009277	fungal-type cell wall	cellular component	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2
GO:0009279	cell outer membrane	cellular component	984	1550	1780	1067	810	1364	1130	1649	946	716	1186	1039	2618	1034	672	1630	941	2649	2363	2940	1644	1228	752	1744
GO:0009288	bacterial-type flagellum	cellular component	614	765	321	567	455	710	609	764	780	411	600	842	1956	655	406	261	504	757	691	2330	957	722	464	1028
GO:0009289	pilus	cellular component	69	132	110	294	71	79	76	138	73	61	90	77	142	74	66	103	295	182	163	150	193	82	78	231
GO:0009291	unidirectional conjugation	biological process	461	712	8243	370	1336	864	646	735	576	1270	788	630	1498	527	548	7278	361	728	676	1699	673	741	594	847
GO:0009294	DNA mediated transformation	biological process	2998	2236	1816	954	969	1405	1956	2468	1585	885	1236	1831	2259	3239	1142	1649	846	2064	1931	2639	1632	2191	1281	1779
GO:0009295	nucleoid	cellular component	38	108	16	95	34	99	20	110	43	27	86	49	181	32	26	17	85	98	89	216	58	33	32	76
GO:0009297	pilus assembly	biological process	38	41	102	42	19	47	40	44	36	15	41	54	50	29	13	91	42	104	96	53	71	52	15	69
GO:0009298	GDP-mannose biosynthetic process	biological process	41	91	29	33	31	44	64	81	59	22	32	70	46	44	13	29	32	28	21	74	67	76	26	74
GO:0009306	protein secretion	biological process	5101	5824	6952	3766	3198	4691	5046	6337	4765	2858	4093	5210	10597	5398	2898	6304	3547	8813	8173	12210	6643	5558	3107	7310
GO:0009307	DNA restriction-modification system	biological process	908	925	2951	545	1101	768	845	1001	775	1005	700	887	1313	1003	462	2772	513	2864	2723	1440	1257	951	538	1379
GO:0009308	amine metabolic process	biological process	84	206	221	137	48	69	76	220	212	45	66	250	210	83	37	200	128	69	62	219	78	67	36	86
GO:0009312	oligosaccharide biosynthetic process	biological process	22	26	3	17	9	22	27	33	16	15	24	25	48	14	14	4	11	7	7	54	7	41	7	12
GO:0009317	acetyl-CoA carboxylase complex	cellular component	923	1516	2406	825	776	1048	1087	1684	806	705	929	911	2009	999	608	2147	752	2386	2212	2251	1468	1161	695	1561
GO:0009318	exodeoxyribonuclease VII complex	cellular component	392	416	350	234	294	333	404	441	322	234	334	348	509	403	162	294	257	288	282	592	375	448	204	476
GO:0009331	glycerol-3-phosphate dehydrogenase complex	cellular component	449	546	774	319	254	370	414	572	468	241	343	518	731	444	191	715	274	620	564	829	582	424	222	590
GO:0009341	beta-galactosidase complex	cellular component	433	699	193	552	248	532	629	717	369	254	479	414	488	473	305	172	495	960	925	520	967	694	383	1105
GO:0009346	citrate lyase complex	cellular component	35	41	20	136	25	52	26	45	66	27	42	65	66	38	36	18	128	232	222	77	65	33	40	72
GO:0009349	riboflavin synthase complex	cellular component	836	1024	1331	570	508	687	715	1096	674	440	611	743	1419	873	391	1121	542	1423	1327	1624	945	833	409	982
GO:0009360	DNA polymerase III complex	cellular component	3752	2983	3470	3033	2929	2256	2838	3187	2455	2742	2018	2864	3221	4042	2166	3185	2764	3792	3500	3699	3605	3159	2440	3903
GO:0009366	enterobactin synthetase complex	cellular component	0	1	2	1	0	1	1	5	5	1	3	7	2	0	1	1	1	0	1	2	3	1	0	4
GO:0009372	quorum sensing	biological process	116	239	1364	178	277	176	194	255	134	265	179	174	184	161	129	1333	149	413	363	244	296	195	122	292
GO:0009378	four-way junction helicase activity	molecular function	7824	5355	4547	2557	2551	3246	5170	5622	4167	2405	3050	4405	5735	8297	3148	4325	2414	4047	3846	6383	3506	5562	3476	3822
GO:0009379	Holliday junction helicase complex	cellular component	676	490	458	208	276	317	457	502	387	235	282	381	546	734	319	439	220	398	351	644	327	570	324	388
GO:0009394	2'-deoxyribonucleotide metabolic process	biological process	290	231	78	78	76	105	309	242	196	55	117	208	361	311	205	70	75	66	67	388	126	310	241	146
GO:0009395	phospholipid catabolic process	biological process	1	16	0	6	0	2	1	10	1	2	2	1	4	1	0	1	4	1	1	9	1	6	0	0
GO:0009396	folic acid-containing compound biosynthetic process	biological process	1024	1310	1735	695	690	949	1005	1459	952	630	889	1050	1566	1079	502	1712	634	2005	1858	1786	1260	1064	535	1274
GO:0009399	nitrogen fixation	biological process	179	230	142	245	172	486	275	253	181	140	423	175	489	197	122	121	263	2138	1923	563	210	326	141	225
GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	biological process	1072	2385	2513	2514	1048	1505	2090	2505	1590	941	1393	1687	1653	1121	853	2221	2290	3487	3289	1908	2347	2299	946	2535
GO:0009403	toxin biosynthetic process	biological process	165	292	587	181	174	180	190	276	182	155	172	213	326	174	101	519	150	393	355	452	298	202	118	369
GO:0009404	toxin metabolic process	biological process	12	31	4	5	7	8	21	25	6	3	14	10	7	10	2	7	7	3	1	5	8	25	4	8
GO:0009405	pathogenesis	biological process	854	1073	498	1215	682	961	685	1246	728	585	919	785	460	945	1334	507	1153	350	299	538	500	744	1436	568
GO:0009411	response to UV	biological process	61	135	78	82	177	178	96	131	88	167	171	85	70	64	83	74	75	39	33	75	72	115	80	94
GO:0009415	response to water	biological process	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0009416	response to light stimulus	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0009420	bacterial-type flagellum filament	cellular component	48	55	31	37	36	60	54	56	56	17	47	59	93	57	24	16	32	77	64	122	66	73	31	71
GO:0009424	bacterial-type flagellum hook	cellular component	95	92	36	43	35	95	93	97	87	53	87	105	262	91	48	31	60	91	92	283	107	94	61	123
GO:0009425	bacterial-type flagellum basal body	cellular component	548	676	280	435	371	555	569	727	561	331	476	646	1431	585	400	282	402	550	525	1637	772	630	454	827
GO:0009427	bacterial-type flagellum basal body, distal rod, L ring	cellular component	219	267	96	196	138	279	263	294	287	133	224	287	702	233	150	110	205	313	312	792	379	267	168	358
GO:0009428	bacterial-type flagellum basal body, distal rod, P ring	cellular component	643	736	339	534	389	650	671	789	664	342	576	705	1657	682	404	309	476	727	643	1834	797	721	432	846
GO:0009431	bacterial-type flagellum basal body, MS ring	cellular component	28	26	13	15	18	26	30	24	22	12	16	28	65	25	19	7	11	24	24	68	31	30	20	31
GO:0009432	SOS response	biological process	3	2	0	7	2	0	0	1	3	2	0	0	1	1	0	0	5	0	0	1	0	0	0	3
GO:0009435	NAD biosynthetic process	biological process	1867	2459	3875	1372	1452	1834	1764	2688	1766	1328	1658	1940	3433	2017	1044	3646	1222	3985	3684	3876	2419	1862	1203	2715
GO:0009439	cyanate metabolic process	biological process	71	50	440	27	81	48	58	67	47	69	40	41	90	69	16	446	21	165	152	91	55	52	24	63
GO:0009446	putrescine biosynthetic process	biological process	476	639	286	326	307	506	480	669	386	256	429	465	917	520	349	250	318	1209	1108	1009	737	507	423	807
GO:0009451	RNA modification	biological process	3694	3753	4603	2192	1892	2330	3022	3945	2666	1747	2166	2942	5025	3892	1880	4073	1968	4636	4189	5851	3339	3214	2017	3703
GO:0009452	7-methylguanosine RNA capping	biological process	22	62	27	18	22	26	18	61	13	13	30	19	24	15	17	15	25	44	50	30	33	18	12	31
GO:0009496	plastoquinol--plastocyanin reductase activity	molecular function	1	2	0	0	3	1	1	4	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	2
GO:0009507	chloroplast	cellular component	0	0	0	0	1	0	0	0	0	1	1	0	8	0	1	0	0	0	0	13	1	0	1	0
GO:0009512	cytochrome b6f complex	cellular component	1	2	0	0	3	0	2	0	0	3	0	0	0	0	0	2	0	0	0	2	0	1	1	0
GO:0009521	photosystem	cellular component	8	43	9	5	42	2	18	50	10	37	2	12	48	8	19	9	2	0	0	55	14	22	20	14
GO:0009522	photosystem I	cellular component	29	108	13	12	119	12	32	106	32	100	14	28	107	34	49	14	14	8	0	112	29	21	51	30
GO:0009523	photosystem II	cellular component	38	53	12	11	66	23	19	52	19	62	19	30	25	42	20	17	9	11	7	53	15	23	14	23
GO:0009538	photosystem I reaction center	cellular component	6	23	1	2	32	4	5	22	3	24	3	3	5	5	13	3	3	6	0	11	2	0	14	2
GO:0009539	photosystem II reaction center	cellular component	13	30	5	4	25	4	6	21	6	17	7	22	13	14	8	6	0	4	0	26	6	11	6	8
GO:0009555	pollen development	biological process	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009579	thylakoid	cellular component	17	79	12	8	81	7	23	81	24	71	7	20	94	20	35	9	8	0	0	95	23	20	36	24
GO:0009584	detection of visible light	biological process	44	73	40	43	57	84	56	76	79	58	79	94	139	52	40	39	45	21	28	177	45	68	46	43
GO:0009605	response to external stimulus	biological process	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009607	response to biotic stimulus	biological process	21	60	7	24	19	20	64	54	20	18	20	20	45	30	16	11	18	36	32	36	17	69	19	14
GO:0009611	response to wounding	biological process	7	5	26	14	6	14	7	5	2	3	22	7	1	11	2	23	10	4	9	9	9	9	3	10
GO:0009617	response to bacterium	biological process	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	8	0	1	0	0	1	0	1
GO:0009636	response to toxic substance	biological process	45	58	133	35	38	53	44	49	38	32	36	52	85	40	28	130	42	184	163	110	59	41	34	90
GO:0009654	photosystem II oxygen evolving complex	cellular component	4	13	1	0	32	2	2	14	5	33	6	4	0	4	3	1	0	0	0	2	4	1	3	5
GO:0009664	plant-type cell wall organization	biological process	1	0	0	0	0	0	1	0	2	1	0	0	0	1	3	0	0	0	0	0	0	0	0	1
GO:0009678	hydrogen-translocating pyrophosphatase activity	molecular function	2793	3346	1007	1492	1261	2076	2323	3639	1971	1144	1849	2223	3747	2971	1321	942	1326	3412	3007	4181	2980	2523	1429	3313
GO:0009690	cytokinin metabolic process	biological process	0	2	2	1	2	2	3	3	6	1	1	1	9	2	1	2	0	0	2	5	3	3	1	2
GO:0009712	catechol-containing compound metabolic process	biological process	23	33	371	20	50	28	40	48	19	39	27	23	83	22	17	311	17	36	35	69	46	50	17	52
GO:0009725	response to hormone	biological process	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009733	response to auxin	biological process	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0009758	carbohydrate utilization	biological process	8	6	3	2	0	9	1	4	5	0	5	3	14	1	6	4	2	10	5	13	4	1	10	8
GO:0009767	photosynthetic electron transport chain	biological process	22	49	11	9	50	8	20	54	11	46	3	13	50	24	22	10	5	3	3	63	16	25	22	16
GO:0009772	photosynthetic electron transport in photosystem II	biological process	78	137	62	64	108	200	109	149	66	102	187	74	338	87	78	62	64	22	24	372	94	111	76	109
GO:0009813	flavonoid biosynthetic process	biological process	216	249	757	221	192	253	238	297	290	154	227	347	425	233	119	658	182	633	566	455	320	267	118	370
GO:0009847	spore germination	biological process	48	47	20	59	38	85	44	64	41	32	87	51	54	52	54	18	64	223	200	67	56	36	61	65
GO:0009877	nodulation	biological process	22	26	3	17	9	21	27	32	16	15	22	25	48	13	14	4	11	7	7	54	8	40	7	13
GO:0009882	blue light photoreceptor activity	molecular function	154	212	817	114	174	186	159	222	174	138	155	178	264	140	70	706	127	754	679	290	356	133	82	340
GO:0009890	negative regulation of biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:0009897	external side of plasma membrane	cellular component	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009898	cytoplasmic side of plasma membrane	cellular component	3	16	1	19	2	13	3	9	2	2	12	2	9	5	4	3	20	19	13	6	13	3	6	15
GO:0009916	alternative oxidase activity	molecular function	309	163	96	78	39	147	277	170	197	32	145	207	130	371	161	85	66	39	43	142	102	282	201	103
GO:0009966	regulation of signal transduction	biological process	0	3	2	6	7	2	4	10	2	1	3	4	5	0	2	4	3	6	4	9	6	7	1	14
GO:0009968	negative regulation of signal transduction	biological process	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
GO:0009972	cytidine deamination	biological process	58	110	37	52	48	102	67	116	58	39	57	91	114	89	35	27	72	80	57	126	112	100	56	119
GO:0009976	tocopherol cyclase activity	molecular function	26	27	6	12	14	17	19	24	33	12	8	36	13	19	8	9	8	4	4	23	11	19	13	19
GO:0009982	pseudouridine synthase activity	molecular function	3525	3590	4460	2094	1806	2223	2865	3727	2526	1662	2082	2779	4808	3692	1780	3961	1874	4497	4063	5604	3207	3066	1906	3540
GO:0009986	cell surface	cellular component	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0010024	phytochromobilin biosynthetic process	biological process	2	5	0	0	3	0	0	5	0	2	0	0	1	1	1	1	0	0	0	1	0	0	0	0
GO:0010033	response to organic substance	biological process	391	582	1175	401	349	402	456	633	427	304	405	493	958	407	204	1085	324	1720	1566	1174	767	478	253	847
GO:0010038	response to metal ion	biological process	363	285	126	168	186	149	213	285	231	136	151	227	495	414	174	98	148	404	404	523	236	222	173	253
GO:0010124	phenylacetate catabolic process	biological process	518	704	2592	285	538	838	444	751	452	526	766	492	1191	551	324	2374	267	992	936	1308	553	486	377	628
GO:0010181	FMN binding	molecular function	2728	4085	7017	2328	2704	3195	2925	4504	3103	2407	2877	3428	7282	2982	1719	6378	2177	6769	6233	8232	4757	3264	1852	5127
GO:0010207	photosystem II assembly	biological process	0	3	0	0	4	1	0	7	0	5	0	0	1	1	1	0	0	0	0	0	1	0	2	1
GO:0010273	detoxification of copper ion	biological process	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0
GO:0010277	chlorophyllide a oxygenase [overall] activity	molecular function	0	0	2	0	2	0	0	0	0	1	0	0	4	1	0	2	1	0	0	1	0	1	0	1
GO:0010309	acireductone dioxygenase [iron(II)-requiring] activity	molecular function	26	48	28	28	29	6	19	55	7	25	6	14	68	30	15	33	21	15	13	87	72	25	16	71
GO:0010333	terpene synthase activity	molecular function	1	0	0	1	3	1	1	2	0	3	1	1	2	1	0	1	4	0	0	0	0	4	2	0
GO:0010447	response to acidic pH	biological process	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	1	2	0
GO:0010468	regulation of gene expression	biological process	126	112	83	62	36	90	94	139	85	42	91	95	161	147	63	72	57	504	442	198	176	93	69	168
GO:0010498	proteasomal protein catabolic process	biological process	452	989	170	312	280	366	763	1056	664	247	312	761	1125	498	270	146	288	156	153	1263	621	873	306	710
GO:0010506	regulation of autophagy	biological process	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0010508	positive regulation of autophagy	biological process	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
GO:0010826	negative regulation of centrosome duplication	biological process	0	7	5	8	3	1	5	10	2	3	1	5	3	3	5	8	6	2	6	0	8	9	3	15
GO:0010923	negative regulation of phosphatase activity	biological process	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	biological process	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
