#SampleID	ERR2270664	ERR2270665	ERR2270666	ERR2270667	ERR2270668	ERR2270669	ERR2270670	ERR2270671	ERR2270672	ERR2270673	ERR2270674	ERR2270675	ERR2270676	ERR2270677	ERR2270678	ERR2270679	ERR2270680	ERR2270681	ERR2270682	ERR2270683	ERR2270684	ERR2270685	ERR2270686	ERR2270687	ERR2270688	ERR2270689	ERR2270690	ERR2270691	ERR2270692	ERR2270693	ERR2270694	ERR2270695	ERR2270696	ERR2270697	ERR2270698	ERR2270699	ERR2270700	ERR2270701	ERR2270702	ERR2270703	ERR2270704	ERR2270705	ERR2270706	ERR2270707	ERR2270708	ERR2270709	ERR2270710	ERR2270711	ERR2270712	ERR2270713	ERR2270714	ERR2270715	ERR2270716	ERR2270717	ERR2270718	ERR2270719	ERR2270720	ERR2270721	ERR2270722	ERR2270723	ERR2270724	ERR2270725	ERR2270726	ERR2270727	ERR2270728	ERR2270729	ERR2270730	ERR2270731	ERR2270732	ERR2270733	ERR2270734	ERR2270735	ERR2270736	ERR2270737	ERR2270738	ERR2270739	ERR2270740	ERR2270741	ERR2270742	ERR2270743
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__;f__;g__Sedimentibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	10.0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Tissierellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium	0	0	0	0	28.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Hypnocyclicus	0	0	0	0	10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sebaldella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Gemmatimonadetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Gemmatimonadetes;c__Gemmatimonadetes	0	0	1.0	0	2.0	0	4.0	0	0	0	0	4.0	1.0	0	0	0	0	0	0	4.0	4.0	2.0	11.0	0	0	0	4.0	0	0	0	1.0	1.0	0	3.0	0	4.0	2.0	0	0	0	0	0	1.0	0	1.0	0	10.0	0	1.0	3.0	1.0	0	2.0	0	0	0	0	1.0	1.0	3.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0
sk__Bacteria;k__;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0
sk__Bacteria;k__;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	2.0	0	0	0	0	0	0	0	0	0	6.0	0	1.0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	316.0	0	0	0	0	15.0	0	0	0	0	0	0	1.0	0	0	12.0	0
sk__Bacteria;k__;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas	0	0	0	0	5.0	0	0	0	0	5.0	0	0	0	0	0	0	0	1.0	52.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	3.0	0	1.0	0	0	0	0	0	0	0	2.0	0	0	0	5.0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	3.0	3.0	0	0	0	0	0	0	0	0	0	0	9.0	0	0	0	0
sk__Bacteria;k__;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_phototrophica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Gemmatimonadetes;c__Longimicrobia;o__Longimicrobiales;f__Longimicrobiaceae	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Ignavibacteriae;c__Ignavibacteria	0	0	0	0	0	0	0	0	0	0	0	31.0	0	0	0	0	0	1.0	31.0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	78.0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	16.0	0	0	2.0	0	41.0	2.0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	0
sk__Bacteria;k__;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Kiritimatiellaeota;c__Kiritimatiellae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Kiritimatiellaeota;c__Kiritimatiellae;o__Kiritimatiellales;f__Kiritimatiellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Lentisphaerae;c__Oligosphaeria;o__Oligosphaerales;f__Oligosphaeraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Nitrospirae;c__Nitrospira	0	0	0	0	0	0	0	0	0	0	0	5.0	0	0	0	0	0	0	234.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	58.0	0	0	3.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1175.0	0	0	0	0	1.0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Planctomycetes	1.0	3.0	1947.0	12.0	109.0	1.0	4.0	0	9.0	2.0	0	0	15.0	53.0	0	9.0	1.0	2.0	235.0	22.0	0	0	0	8.0	0	0	43.0	8.0	0	0	11.0	0	79.0	0	0	14.0	76.0	1.0	158.0	23.0	14.0	8.0	25.0	4.0	0	12.0	0	8.0	6.0	13.0	0	0	12.0	4.0	3.0	0	19.0	179.0	3.0	16.0	4.0	2.0	7.0	21.0	57.0	7.0	0	6.0	5.0	1.0	0	506.0	0	0	84.0	10.0	0	0	270.0	11.0
sk__Bacteria;k__;p__Planctomycetes;c__Phycisphaerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae	0	0	0	0	6.0	0	0	0	0	0	0	1.0	6.0	27.0	0	1.0	0	3.0	1.0	0	0	0	0	0	0	0	1.0	0	0	8.0	0	0	2.0	0	0	0	25.0	3.0	0	3.0	0	0	0	0	14.0	1.0	0	0	0	9.0	84.0	0	0	0	0	13.0	0	0	1.0	0	0	1.0	0	2.0	6.0	0	4.0	0	18.0	5.0	0	0	0	0	0	14.0	0	0	133.0	1.0
sk__Bacteria;k__;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	10.0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales	0	2.0	239.0	0	142.0	0	0	14.0	1.0	0	0	40.0	1.0	94.0	0	0	0	5.0	767.0	12.0	0	20.0	7.0	1.0	0	0	11.0	9.0	0	0	0	0	21.0	2.0	0	4.0	1.0	0	0	34.0	0	0	3.0	0	19.0	0	0	6.0	0	2.0	0	0	0	0	0	48.0	4.0	2.0	0	2.0	1.0	12.0	0	7.0	9.0	0	9.0	9.0	0	0	0	0	0	0	1.0	13.0	0	1.0	294.0	4.0
sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Gemmataceae	0	0	245.0	0	29.0	0	0	0	0	2.0	3.0	0	40.0	8.0	0	6.0	0	0	13.0	0	0	1.0	0	0	0	0	0	1.0	0	0	12.0	0	0	10.0	2.0	0	0	1.0	0	69.0	0	0	4.0	0	2.0	7.0	0	60.0	0	0	0	0	0	7.0	0	44.0	2.0	0	6.0	1.0	0	0	0	0	2.0	0	0	0	6.0	1.0	0	41.0	0	0	2.0	4.0	0	0	127.0	4.0
sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Gemmataceae;g__Fimbriiglobus	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	4.0	0
sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Gemmataceae;g__Gemmata	0	0	67.0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	0
sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Isosphaeraceae	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.0	1.0	0	0	2.0	0	0	0	0	0	0	0	37.0	0	0	0	0	0	0	0	15.0	0	0	0	0	0	0	0	0	0	0	67.0	0	0	0	0	0	0	0	17.0	0	0	0	2.0	0	10.0	12.0	0
sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Isosphaeraceae;g__Aquisphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0
sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0	49.0	0	0	0	0	0	0	0	0	0	0	0	0	142.0	0	5.0	0	26.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	47.0	0	0	0	0	0	402.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	12.0	2.0	0
sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__Planctomycetaceae_bacterium_LX124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Blastopirellula	0	0	0	0	4.0	0	0	0	0	0	0	6.0	0	9.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0	3.0	86.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Pirellula	0	2.0	17.0	0	12.0	0	0	4.0	0	0	1.0	3.0	0	0	0	0	0	0	92.0	2.0	0	5.0	0	0	0	0	0	0	0	0	0	0	47.0	6.0	0	19.0	288.0	0	0	9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	22.0	2.0	20.0	0	0	2.0	0	0	113.0	5.0	0	0	100.0	0	0	0	0	0	2.0	1.0	2.0	0	40.0	67.0	0
sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__Planctomyces_sp._599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0	0
sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctopirus	0	0	0	0	0	0	0	0	0	0	0	2.0	0	51.0	0	0	0	0	40.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	13.0	0
sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Rhodopirellula	0	0	0	0	0	13.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	2.0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Schlesneria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0	0	15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	21.0	0	0	0	0	0	0	0	1.0	0	0	31.0	0
sk__Bacteria;k__;p__Proteobacteria	4274.0	9.0	218.0	780.0	605.0	974.0	847.0	113.0	155.0	139.0	163.0	162.0	486.0	306.0	49.0	27.0	55.0	24.0	164.0	1875.0	329.0	461.0	252.0	777.0	29.0	62.0	7844.0	111.0	1778.0	85.0	342.0	524.0	33.0	769.0	852.0	613.0	471.0	28.0	198.0	330.0	20.0	12.0	895.0	7.0	440.0	113.0	63.0	296.0	51.0	908.0	4591.0	40.0	386.0	209.0	174.0	68.0	198.0	77.0	216.0	364.0	96.0	129.0	247.0	1212.0	126.0	196.0	191.0	146.0	142.0	95.0	55.0	358.0	283.0	323.0	126.0	235.0	153.0	962.0	72.0	416.0
sk__Bacteria;k__;p__Proteobacteria;c__Acidithiobacillia;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus;s__Acidithiobacillus_thiooxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria	1249.0	14.0	460.0	378.0	347.0	926.0	169.0	359.0	93.0	188.0	744.0	219.0	100.0	509.0	329.0	95.0	41.0	8.0	744.0	2637.0	217.0	466.0	354.0	2323.0	501.0	0	1861.0	609.0	205.0	6.0	95.0	1178.0	353.0	786.0	204.0	2948.0	567.0	25.0	700.0	659.0	6.0	24.0	651.0	0	638.0	144.0	60.0	50.0	87.0	610.0	1009.0	89.0	1589.0	213.0	302.0	375.0	19.0	107.0	98.0	115.0	15.0	944.0	74.0	172.0	26.0	176.0	154.0	200.0	76.0	5.0	17.0	899.0	69.0	522.0	212.0	175.0	366.0	89.0	256.0	106.0
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__Alphaproteobacteria_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__Alphaproteobacteria_bacterium_Ga0077535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__alpha_proteobacterium_USH5	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__Phreatobacter	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	16.0	0	0	0	0	0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	164.0	0	0	2.0	1.0	2.0	2.0	0	1.0	0	1.0	0	1.0	4.0	0	0	0	0	74.0	3.0	0	2.0	3.0	17.0	0	0	113.0	0	9.0	0	0	2.0	2.0	3.0	1.0	0	1.0	0	0	2.0	0	0	8.0	0	10.0	0	0	0	0	1.0	8.0	0	6.0	4.0	0	1.0	1.0	2.0	0	0	0	2.0	1.0	1.0	0	1.0	0	0	1.0	0	0	9.0	3.0	4.0	2.0	3.0	0	0	0	0
