GO	description	category	ERR4702550	ERR4702560	ERR4702551	ERR4702561	ERR4702552	ERR4702562	ERR4702553	ERR4702563	ERR4702554	ERR4702564	ERR4702555	ERR4702556	ERR4702557	ERR4702558	ERR4702559	ERZ1758440	ERZ1758441	ERZ1758442	ERZ1758444	ERZ1758445	ERZ1758437	ERZ1758447	ERZ1758438	ERZ1758448	ERZ1758439	ERZ1758449
GO:0010826	negative regulation of centrosome duplication	biological process	0	1	1	0	0	0	0	1	1	2	0	0	6	8	0	0	0	0	0	0	0	0	0	0	2	0
GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	biological process	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0012506	vesicle membrane	cellular component	39	3	24	0	10	0	14	4	57	13	50	36	1	0	2	5	0	0	13	17	0	7	6	18	0	13
GO:0014059	regulation of dopamine secretion	biological process	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0015002	heme-copper terminal oxidase activity	molecular function	122	300	120	5	3	1	5	199	109	389	108	4	192	303	241	76	15	21	77	63	3	67	60	45	23	71
GO:0015016	[heparan sulfate]-glucosamine N-sulfotransferase activity	molecular function	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0
GO:0015018	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity	molecular function	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
GO:0015031	protein transport	biological process	1440	2262	1309	27	28	15	47	1177	1765	2539	1772	39	820	1421	2158	460	88	96	523	524	14	533	386	512	130	467
GO:0015035	protein disulfide oxidoreductase activity	molecular function	488	999	444	15	11	5	14	717	547	1476	510	16	532	879	1017	385	87	94	306	300	13	356	300	275	137	343
GO:0015036	disulfide oxidoreductase activity	molecular function	0	4	0	0	0	0	0	0	0	0	1	0	0	3	16	24	3	2	12	11	1	8	25	8	9	13
GO:0015049	methane monooxygenase activity	molecular function	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0015074	DNA integration	biological process	3317	9457	3006	37	20	19	38	2452	3962	4784	3969	32	2326	4114	10154	1532	482	328	1471	1434	51	1555	1238	1503	560	1420
GO:0015075	ion transmembrane transporter activity	molecular function	13	19	5	0	0	0	0	3	12	9	24	0	1	8	20	8	1	1	4	7	0	4	6	9	2	6
GO:0015077	monovalent inorganic cation transmembrane transporter activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0015078	hydrogen ion transmembrane transporter activity	molecular function	512	792	477	5	7	10	17	367	675	814	644	16	318	474	757	208	49	53	266	295	8	311	183	305	69	248
GO:0015079	potassium ion transmembrane transporter activity	molecular function	262	872	222	15	9	5	6	570	227	1149	301	11	385	668	730	95	24	24	67	70	8	68	90	62	24	105
GO:0015081	sodium ion transmembrane transporter activity	molecular function	1	0	0	0	0	0	0	3	2	4	5	0	0	0	0	0	0	0	0	1	2	1	0	2	1	3
GO:0015087	cobalt ion transmembrane transporter activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	3	5	13	11	2	11	18	11	7	14
GO:0015093	ferrous iron transmembrane transporter activity	molecular function	46	27	31	2	2	0	0	17	48	37	50	1	29	40	21	12	4	8	18	19	1	14	10	25	8	21
GO:0015095	magnesium ion transmembrane transporter activity	molecular function	1	0	0	0	0	0	0	1	4	1	2	0	0	1	1	39	10	9	24	19	2	18	34	19	15	27
GO:0015097	mercury ion transmembrane transporter activity	molecular function	9	255	12	1	1	1	0	15	23	49	16	1	75	189	136	63	18	13	14	15	8	8	58	11	22	41
GO:0015098	molybdate ion transmembrane transporter activity	molecular function	13	4	15	0	0	0	0	3	25	9	19	0	2	3	7	18	7	7	17	14	1	13	15	9	10	23
GO:0015099	nickel cation transmembrane transporter activity	molecular function	16	58	13	2	0	2	0	6	9	24	21	0	48	68	56	25	5	2	17	15	6	12	18	6	9	17
GO:0015103	inorganic anion transmembrane transporter activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	9	7	0	6	14	9	1	11
GO:0015105	arsenite transmembrane transporter activity	molecular function	6	283	5	3	0	0	1	3	7	5	12	0	1	1	581	8	0	1	5	6	3	4	9	11	2	12
GO:0015109	chromate transmembrane transporter activity	molecular function	163	281	132	4	1	0	0	358	152	731	150	1	118	184	271	54	14	16	63	36	1	59	63	40	21	52
GO:0015112	nitrate transmembrane transporter activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	12	10	7	5	3	11	27	8	22	31
GO:0015113	nitrite transmembrane transporter activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	2
GO:0015116	sulfate transmembrane transporter activity	molecular function	239	693	226	7	1	5	1	349	213	631	278	3	256	422	624	108	28	35	91	82	7	94	102	72	48	79
GO:0015128	gluconate transmembrane transporter activity	molecular function	6	15	4	10	1	3	0	4	3	14	11	1	2	1	4	8	0	3	3	1	6	0	2	0	2	5
GO:0015129	lactate transmembrane transporter activity	molecular function	48	47	50	4	0	1	0	9	34	13	36	2	11	10	45	11	1	1	7	8	3	7	5	4	3	7
GO:0015137	citrate transmembrane transporter activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	2	0	2	1
GO:0015144	carbohydrate transmembrane transporter activity	molecular function	6	0	1	2	0	0	1	1	1	2	1	0	0	2	0	0	0	0	0	1	2	2	1	1	3	3
GO:0015150	fucose transmembrane transporter activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GO:0015153	rhamnose transmembrane transporter activity	molecular function	6	3	2	3	0	3	0	1	2	4	3	1	1	0	1	0	0	0	0	0	3	0	0	2	0	1
GO:0015159	polysaccharide transmembrane transporter activity	molecular function	102	222	95	2	6	2	3	33	101	88	107	3	76	100	219	92	20	19	70	54	3	69	73	59	21	57
GO:0015165	pyrimidine nucleotide-sugar transmembrane transporter activity	molecular function	2	3	2	0	0	0	0	0	0	6	0	0	2	12	0	0	1	0	0	0	0	0	0	0	0	0
GO:0015169	glycerol-3-phosphate transmembrane transporter activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0015171	amino acid transmembrane transporter activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
GO:0015173	aromatic amino acid transmembrane transporter activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4
GO:0015204	urea transmembrane transporter activity	molecular function	6	6	4	1	0	0	0	2	10	7	5	0	12	16	3	3	3	1	2	2	0	0	2	0	2	2
GO:0015218	pyrimidine nucleotide transmembrane transporter activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0015221	lipopolysaccharide transmembrane transporter activity	molecular function	38	100	25	2	0	0	0	78	34	182	29	0	11	38	134	30	5	6	33	27	2	24	27	23	10	28
GO:0015225	biotin transporter activity	molecular function	26	12	25	0	0	0	0	3	34	11	39	0	24	59	11	5	4	2	7	8	0	10	3	8	4	10
GO:0015232	heme transporter activity	molecular function	209	850	171	1	1	2	10	71	208	166	237	5	305	448	848	134	21	18	85	72	6	83	131	73	37	91
GO:0015233	pantothenate transmembrane transporter activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0015234	thiamine transmembrane transporter activity	molecular function	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0015267	channel activity	molecular function	107	222	105	1	2	3	2	104	111	192	113	2	138	182	207	50	13	18	49	40	5	42	34	30	16	38
GO:0015269	calcium-activated potassium channel activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
GO:0015276	ligand-gated ion channel activity	molecular function	2	1	1	0	0	0	0	0	0	1	2	0	14	30	0	0	3	1	1	1	0	2	0	0	1	2
GO:0015288	porin activity	molecular function	91	335	85	37	15	10	25	450	101	873	95	27	153	383	360	159	21	18	55	48	31	69	124	50	38	89
GO:0015293	symporter activity	molecular function	188	490	190	8	4	7	5	124	218	332	260	3	199	361	411	96	23	20	52	59	11	51	59	42	19	75
GO:0015297	antiporter activity	molecular function	154	240	147	8	3	0	1	47	148	153	184	0	202	315	195	93	26	13	74	60	8	72	76	50	40	87
GO:0015299	solute:proton antiporter activity	molecular function	447	840	379	5	4	1	9	502	462	994	544	4	405	685	903	197	33	36	184	182	13	149	131	156	46	147
GO:0015321	sodium-dependent phosphate transmembrane transporter activity	molecular function	15	26	19	0	0	0	0	7	17	21	32	0	7	9	17	9	3	2	8	8	1	10	9	4	6	11
GO:0015343	siderophore transmembrane transporter activity	molecular function	6	8	7	0	0	0	0	2	6	18	11	0	0	8	14	11	1	1	10	7	1	5	8	5	6	10
GO:0015344	siderophore uptake transmembrane transporter activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	4	3	3	1	11	2	15	2	13	7
GO:0015369	calcium:proton antiporter activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	1	0	0	4	1	1	2
GO:0015379	potassium:chloride symporter activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	1	0	2	0	0	0
GO:0015385	sodium:proton antiporter activity	molecular function	14	5	10	0	1	0	0	2	14	8	13	0	0	3	3	2	1	0	5	7	2	4	1	4	0	1
GO:0015413	nickel-transporting ATPase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0015416	organic phosphonate transmembrane-transporting ATPase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	3	2	6	1	5	9	3	5	7
GO:0015417	polyamine-transporting ATPase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	2	3	6	2	5	9	2	5	3
GO:0015419	sulfate transmembrane-transporting ATPase activity	molecular function	1	1	0	0	0	0	0	0	2	0	1	0	0	2	5	56	12	8	31	37	4	24	43	26	27	36
GO:0015420	cobalamin-transporting ATPase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	1	0	0	0
GO:0015441	beta-glucan-transporting ATPase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	2	0	2	3
GO:0015444	magnesium-importing ATPase activity	molecular function	79	124	46	2	0	1	0	16	98	30	74	0	3	4	135	20	2	1	11	13	3	10	12	27	0	22
GO:0015446	arsenite-transmembrane transporting ATPase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	5	0	3	1
GO:0015450	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	molecular function	229	281	211	0	4	3	8	140	279	332	278	4	96	168	265	183	40	37	283	316	5	289	158	271	53	232
GO:0015473	fimbrial usher porin activity	molecular function	4	0	1	15	0	3	0	73	4	135	2	0	9	30	3	2	2	2	2	5	23	2	3	4	3	8
GO:0015485	cholesterol binding	molecular function	1	2	1	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1
GO:0015499	formate transmembrane transporter activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0015501	glutamate:sodium symporter activity	molecular function	4	9	6	4	0	0	0	1	5	2	9	0	0	0	2	2	0	0	3	2	1	2	3	4	0	1
GO:0015556	C4-dicarboxylate transmembrane transporter activity	molecular function	1	0	1	4	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	5	1	0	1	0	0
GO:0015558	p-aminobenzoyl-glutamate uptake transmembrane transporter activity	molecular function	41	26	31	1	0	0	0	19	40	33	29	1	5	17	25	11	1	4	17	9	2	9	7	5	3	8
GO:0015562	efflux transmembrane transporter activity	molecular function	839	2761	708	17	10	19	22	775	998	1629	981	14	734	1234	2630	612	122	142	361	338	24	337	461	345	171	424
GO:0015572	N-acetylglucosamine transmembrane transporter activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0015604	organic phosphonate transmembrane transporter activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	10	7	15	11	1	14	27	9	18	21
GO:0015627	type II protein secretion system complex	cellular component	266	551	244	10	25	0	31	238	400	503	348	30	95	224	579	235	37	47	260	271	12	265	210	259	84	206
GO:0015628	protein secretion by the type II secretion system	biological process	266	551	244	10	25	0	31	238	400	503	348	30	95	224	579	235	37	47	260	271	12	265	210	259	84	206
GO:0015629	actin cytoskeleton	cellular component	0	7	0	1	1	0	4	0	0	7	0	3	5	1	10	1	2	0	0	0	0	0	1	0	0	0
GO:0015630	microtubule cytoskeleton	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0015631	tubulin binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
GO:0015643	toxic substance binding	molecular function	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	2	2	1	2	0	0
GO:0015649	2-keto-3-deoxygluconate:proton symporter activity	molecular function	1	0	2	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
GO:0015655	alanine:sodium symporter activity	molecular function	30	130	27	1	0	1	0	17	28	37	50	0	7	31	151	22	1	6	4	18	1	7	19	5	5	19
GO:0015658	branched-chain amino acid transmembrane transporter activity	molecular function	3	12	3	0	0	1	0	0	9	7	6	1	1	3	7	3	1	0	0	0	2	0	3	0	3	4
GO:0015661	L-lysine efflux transmembrane transporter activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0015667	site-specific DNA-methyltransferase (cytosine-N4-specific) activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	3	22	19	0	33	7	32	0	13
GO:0015671	oxygen transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	2	0	1	0	2
GO:0015672	monovalent inorganic cation transport	biological process	21	15	17	0	0	0	1	2	21	4	23	1	0	2	10	12	1	1	7	6	0	4	6	8	1	6
GO:0015675	nickel cation transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
GO:0015689	molybdate ion transport	biological process	34	106	47	1	0	0	0	167	45	371	45	0	38	71	90	63	17	14	44	29	3	35	55	28	30	45
GO:0015693	magnesium ion transport	biological process	80	124	46	2	0	1	0	17	102	31	76	0	3	5	136	59	12	10	35	32	5	28	46	46	15	49
GO:0015694	mercury ion transport	biological process	9	255	12	1	1	1	0	15	23	49	16	1	75	189	136	63	18	13	14	15	8	8	58	11	22	41
GO:0015696	ammonium transport	biological process	494	1012	422	11	12	3	16	899	594	1896	578	17	510	833	919	104	25	24	110	109	6	107	93	100	33	101
GO:0015700	arsenite transport	biological process	6	283	5	3	0	0	1	3	7	5	12	0	1	1	581	8	0	1	5	6	3	4	9	11	2	12
GO:0015703	chromate transport	biological process	163	281	132	4	1	0	0	358	152	731	150	1	118	184	271	54	14	16	63	36	1	59	63	40	21	52
GO:0015706	nitrate transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	12	10	7	5	3	11	27	8	22	31
GO:0015707	nitrite transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	2
GO:0015708	silicate transport	biological process	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0015711	organic anion transport	biological process	0	1	0	3	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0
GO:0015716	organic phosphonate transport	biological process	2	10	2	1	0	0	0	0	3	1	3	0	20	37	12	40	20	12	22	21	4	22	46	15	35	34
GO:0015724	formate transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0015727	lactate transport	biological process	48	47	50	4	0	1	0	9	34	13	36	2	11	10	45	11	1	1	7	8	3	7	5	4	3	7
GO:0015734	taurine transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	2	1	1	2	0
GO:0015740	C4-dicarboxylate transport	biological process	1	0	1	4	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	5	1	0	1	0	0
GO:0015743	malate transport	biological process	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0015746	citrate transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	2	0	2	1
GO:0015753	D-xylose transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
GO:0015756	fucose transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GO:0015757	galactose transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	1	1	1	1	3	0	2	6
GO:0015762	rhamnose transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0015772	oligosaccharide transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	2	3	2	0	2	7	2	2	4
GO:0015774	polysaccharide transport	biological process	126	275	115	2	6	2	3	86	121	196	124	3	205	328	245	104	24	25	81	66	3	86	84	69	25	81
GO:0015775	beta-glucan transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	2	0	2	3
GO:0015794	glycerol-3-phosphate transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0015801	aromatic amino acid transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4
GO:0015803	branched-chain amino acid transport	biological process	3	12	3	0	0	1	0	0	9	7	6	1	1	3	7	3	1	0	0	0	2	0	3	0	3	4
GO:0015813	L-glutamate transport	biological process	4	9	6	4	0	0	0	1	5	2	9	0	0	0	2	2	0	0	3	2	1	2	3	4	0	1
GO:0015824	proline transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2	1
GO:0015833	peptide transport	biological process	185	301	189	6	7	2	4	156	194	350	211	1	242	613	339	146	60	18	143	102	21	142	116	98	94	101
GO:0015846	polyamine transport	biological process	40	89	33	0	0	0	1	21	41	38	40	0	53	144	73	37	9	7	26	26	8	29	34	21	24	27
GO:0015858	nucleoside transport	biological process	43	18	31	6	1	7	1	25	42	17	35	0	12	18	16	7	3	2	7	6	6	10	2	5	1	6
GO:0015871	choline transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
GO:0015878	biotin transport	biological process	26	12	25	0	0	0	0	3	34	11	39	0	24	59	11	5	4	2	7	8	0	10	3	8	4	10
GO:0015886	heme transport	biological process	224	912	185	1	1	2	10	71	215	170	249	5	316	454	920	158	24	19	101	82	7	95	155	81	44	104
GO:0015887	pantothenate transmembrane transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0015888	thiamine transport	biological process	0	1	0	1	0	0	0	0	4	0	2	0	0	0	0	0	0	1	1	3	3	1	0	4	0	1
GO:0015889	cobalamin transport	biological process	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	1	0	1	1	0	0
GO:0015891	siderophore transport	biological process	6	8	7	0	0	0	0	2	6	18	11	0	0	8	14	34	5	4	13	8	12	7	23	7	19	17
GO:0015914	phospholipid transport	biological process	0	0	0	0	0	0	0	1	0	1	0	1	5	10	1	28	4	4	14	9	1	17	21	11	6	12
GO:0015920	lipopolysaccharide transport	biological process	44	134	27	2	0	0	0	84	38	190	35	0	11	39	182	40	6	9	40	35	3	32	38	28	16	35
GO:0015926	glucosidase activity	molecular function	4	4	4	1	0	0	0	2	5	2	4	1	4	3	8	2	1	0	2	1	3	0	2	1	1	2
GO:0015930	glutamate synthase activity	molecular function	556	1146	451	13	9	14	13	992	547	1982	624	17	626	980	958	89	28	30	93	105	4	97	81	89	26	112
GO:0015934	large ribosomal subunit	cellular component	263	454	202	7	11	1	16	301	300	696	267	19	186	289	471	337	67	79	384	457	12	418	271	453	105	406
GO:0015935	small ribosomal subunit	cellular component	410	496	370	4	6	9	15	301	513	753	460	16	226	372	573	338	73	72	536	579	17	565	285	563	108	462
GO:0015936	coenzyme A metabolic process	biological process	67	43	71	0	0	0	1	22	131	46	102	1	39	68	41	7	6	4	15	13	0	18	5	18	5	24
GO:0015937	coenzyme A biosynthetic process	biological process	241	597	207	3	1	1	1	248	299	532	361	5	223	383	515	152	33	30	117	114	6	115	113	113	48	128
GO:0015940	pantothenate biosynthetic process	biological process	374	929	396	9	2	1	5	433	482	952	506	6	409	710	829	146	28	29	117	129	7	116	114	118	47	120
GO:0015941	pantothenate catabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	4	5	13	13	1	14	22	17	9	16
GO:0015942	formate metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	4	3	1	0	3	9	2	8	8
GO:0015944	formate oxidation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	2	3	2	3	0	1	1
GO:0015946	methanol oxidation	biological process	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0015947	methane metabolic process	biological process	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0015948	methanogenesis	biological process	46	28	47	0	1	0	1	13	38	22	57	3	100	196	19	6	5	3	8	9	0	9	2	7	6	39
GO:0015969	guanosine tetraphosphate metabolic process	biological process	246	344	202	3	5	0	0	256	286	472	284	1	123	242	349	85	16	16	107	115	4	115	70	123	26	86
GO:0015976	carbon utilization	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	2	0	6	7	0	6	8	7	5	9
GO:0015977	carbon fixation	biological process	202	1009	196	5	4	1	3	103	232	260	255	4	300	432	1165	58	11	16	45	64	2	49	53	50	20	70
GO:0015979	photosynthesis	biological process	18	165	38	1	3	1	2	20	37	41	34	2	21	33	116	49	18	18	25	20	0	23	38	27	28	36
GO:0015986	ATP synthesis coupled proton transport	biological process	1441	2295	1336	10	27	18	42	1218	1851	2482	1812	48	875	1374	2222	507	106	128	687	751	20	780	452	704	154	618
GO:0015990	electron transport coupled proton transport	biological process	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	14	7	5	7	8	1	8	8	3	11	17
GO:0015995	chlorophyll biosynthetic process	biological process	19	176	36	1	3	1	2	7	31	11	29	2	26	23	122	57	26	19	26	14	0	26	40	20	39	49
GO:0015996	chlorophyll catabolic process	biological process	4	1	2	0	0	0	0	0	0	1	1	0	2	1	1	0	0	0	2	0	0	1	0	0	0	0
GO:0016010	dystrophin-associated glycoprotein complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016020	membrane	cellular component	19710	42921	17413	538	313	197	428	20842	21897	40825	23180	377	19989	32818	42318	9145	2244	1754	8151	7626	750	8293	7445	7165	3286	7855
GO:0016021	integral component of membrane	cellular component	11747	21132	10417	281	156	127	248	11091	13091	21694	13822	200	9740	15894	21035	6605	1642	1366	5903	5594	528	5909	5500	5287	2423	5710
GO:0016032	viral process	biological process	8	6	7	0	0	1	0	0	16	1	7	0	1	0	9	5	0	0	4	6	0	6	2	6	0	1
GO:0016042	lipid catabolic process	biological process	10	16	19	2	1	1	0	15	18	26	9	1	56	71	28	16	7	5	9	7	2	12	10	8	14	19
GO:0016043	cellular component organization	biological process	0	0	0	0	0	0	0	0	0	1	1	1	2	3	1	0	1	0	0	0	0	0	0	0	0	0
GO:0016051	carbohydrate biosynthetic process	biological process	566	287	596	1	4	3	6	256	654	507	654	3	443	532	280	51	20	11	140	135	4	169	49	157	26	91
GO:0016052	carbohydrate catabolic process	biological process	41	4	25	0	0	0	0	5	35	10	51	2	6	5	6	8	2	4	23	22	3	16	4	14	1	23
GO:0016055	Wnt signaling pathway	biological process	0	0	0	0	0	0	0	1	0	1	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016070	RNA metabolic process	biological process	1	1	0	0	1	0	0	2	1	0	3	0	2	5	0	26	7	4	21	24	5	24	21	12	12	22
GO:0016075	rRNA catabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	8	9	58	71	1	72	34	60	13	44
GO:0016104	triterpenoid biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	5	4	4	2	0	5	9	2	6	7
GO:0016114	terpenoid biosynthetic process	biological process	616	1417	542	14	14	14	16	770	732	1526	782	10	624	940	1343	208	39	39	176	177	11	173	165	169	57	179
GO:0016117	carotenoid biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	13	13	10	5	1	10	30	11	18	24
GO:0016125	sterol metabolic process	biological process	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0016149	translation release factor activity@ codon specific	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	13	17	35	34	2	40	45	31	21	54
GO:0016151	nickel cation binding	molecular function	245	343	196	5	4	4	4	84	279	205	270	2	380	548	383	142	42	31	113	110	12	110	116	113	73	137
GO:0016152	mercury (II) reductase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	4	1	1	3	0	0	12	2	7	2
GO:0016153	urocanate hydratase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	3	6	6	2	8	5	5	7	9
GO:0016154	pyrimidine-nucleoside phosphorylase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	2	2	1	2	1	2	2	3
GO:0016157	sucrose synthase activity	molecular function	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016158	3-phytase activity	molecular function	8	7	8	0	0	0	0	24	7	52	5	0	66	98	6	6	3	2	4	1	0	3	3	1	4	4
GO:0016161	beta-amylase activity	molecular function	1	7	2	0	0	0	0	2	4	5	2	0	8	4	13	3	3	1	0	0	0	0	1	0	2	4
GO:0016163	nitrogenase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	4	0	3	1	5	0	6
GO:0016168	chlorophyll binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016192	vesicle-mediated transport	biological process	20	38	9	5	6	1	4	7	6	23	18	6	46	56	25	9	14	0	0	0	0	0	5	0	5	1
