GO	description	category	ERR1809119	ERR1809120	ERR1809121	ERR1809122	ERR1809123	ERR1809124	ERR1809125	ERR1809127	ERR1809128	ERR1809129	ERR1809130	ERR1809131	ERR1809132	ERR1809133	ERR1809134	ERR1809135	ERR1809136	ERR1809137	ERR1809138	ERR1809139	ERR1809140	ERR1809141	ERR1809142	ERR1809143	ERR1809144	ERR1809145	ERR1809146	ERR1809147	ERR1809148	ERR1809149	ERR1809150	ERR1809151	ERR1809152	ERR1809153	ERR1809154	ERR1809155	ERR1809156
GO:0009029	tetraacyldisaccharide 4'-kinase activity	molecular function	369	358	373	355	418	71	77	0	265	266	279	275	245	395	379	432	403	242	78	107	60	89	79	82	92	59	65	10	45	77	29	205	126	65	14	18	30
GO:0009036	Type II site-specific deoxyribonuclease activity	molecular function	211	192	188	230	217	53	13	0	423	455	424	450	353	306	309	380	336	176	8	5	10	18	11	24	23	33	36	4	21	0	2	3	3	1	1	0	2
GO:0009039	urease activity	molecular function	2	2	3	2	0	0	4	0	0	1	1	0	2	1	1	1	4	4	3	1	2	2	1	1	1	0	0	0	0	1	0	0	0	4	0	0	0
GO:0009044	xylan 1,4-beta-xylosidase activity	molecular function	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009045	xylose isomerase activity	molecular function	47	40	54	41	59	12	15	0	42	42	48	45	58	43	41	38	35	29	17	10	14	28	37	26	34	1	2	1	5	17	6	39	28	39	11	1	12
GO:0009052	pentose-phosphate shunt, non-oxidative branch	biological process	50	41	48	51	49	25	7	0	88	84	79	80	76	23	34	43	27	23	3	5	1	10	13	15	7	4	1	0	3	1	5	1	2	11	2	1	1
GO:0009055	electron carrier activity	molecular function	574	477	552	570	592	139	119	0	588	523	581	583	430	363	323	340	345	241	175	202	161	188	156	158	179	137	135	30	132	90	58	248	215	132	58	68	53
GO:0009056	catabolic process	biological process	31	34	53	36	32	7	0	0	9	3	8	5	3	2	1	1	1	2	0	3	0	1	4	1	3	2	3	0	6	1	0	4	1	1	6	0	2
GO:0009058	biosynthetic process	biological process	10037	9800	10277	10201	10245	2300	2891	1	10389	9896	10770	10303	8725	10318	9705	11117	10574	6829	3366	3483	2387	4198	3845	4051	4078	3194	3206	459	3135	2158	848	4043	3245	2823	1029	1256	2131
GO:0009060	aerobic respiration	biological process	28	25	23	29	18	6	2	0	10	15	18	14	17	0	0	0	1	0	0	0	0	4	3	3	2	2	1	0	0	2	0	1	0	1	1	2	1
GO:0009063	cellular amino acid catabolic process	biological process	14	12	15	13	15	2	5	0	6	8	6	0	3	5	5	10	10	2	5	5	5	3	2	2	7	2	1	0	5	1	3	4	3	5	1	3	1
GO:0009072	aromatic amino acid family metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009073	aromatic amino acid family biosynthetic process	biological process	805	779	835	752	848	168	271	1	827	806	874	805	677	976	905	997	977	587	314	295	178	362	322	361	355	265	247	42	261	168	102	291	227	218	119	127	137
GO:0009074	aromatic amino acid family catabolic process	biological process	2	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009082	branched-chain amino acid biosynthetic process	biological process	128	122	131	134	124	49	70	0	299	239	279	298	233	141	123	145	128	83	56	52	45	56	57	61	56	41	30	6	82	48	28	36	36	78	21	40	14
GO:0009086	methionine biosynthetic process	biological process	459	475	493	428	478	114	104	0	432	428	445	453	378	540	474	522	535	360	114	121	94	151	137	146	154	89	66	12	73	102	46	222	179	114	17	35	105
GO:0009088	threonine biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
GO:0009089	lysine biosynthetic process via diaminopimelate	biological process	532	466	482	497	512	117	172	0	604	565	597	564	454	496	489	556	495	347	220	220	148	269	249	194	256	160	163	26	200	146	67	244	162	183	90	66	108
GO:0009094	L-phenylalanine biosynthetic process	biological process	191	178	193	202	181	43	70	0	198	163	201	183	142	152	155	160	152	102	92	79	56	138	118	128	156	201	214	42	79	26	20	53	42	48	46	39	25
GO:0009098	leucine biosynthetic process	biological process	163	175	164	161	170	35	49	0	181	159	187	166	127	171	136	206	193	120	36	39	36	64	61	63	72	32	52	9	53	44	20	49	38	33	19	18	34
GO:0009102	biotin biosynthetic process	biological process	27	30	39	24	44	4	0	0	54	41	55	45	42	32	28	27	28	18	5	2	6	42	53	43	58	285	298	49	2	6	0	16	7	2	1	3	1
GO:0009103	lipopolysaccharide biosynthetic process	biological process	107	107	104	123	116	30	19	0	56	41	65	60	42	129	101	113	105	57	21	16	25	22	23	19	20	13	16	1	27	16	5	22	14	7	9	2	10
GO:0009107	lipoate biosynthetic process	biological process	34	30	48	44	37	11	7	0	37	26	32	33	34	52	52	58	56	38	9	9	7	5	12	4	9	0	1	1	4	20	8	30	18	5	3	0	5
GO:0009113	purine nucleobase biosynthetic process	biological process	487	474	491	479	500	85	140	0	594	530	584	558	411	599	561	671	590	371	149	144	100	203	193	209	219	239	237	44	170	129	43	190	144	171	51	62	69
GO:0009116	nucleoside metabolic process	biological process	2055	2026	2129	2111	1963	421	494	1	1973	1812	1983	1889	1599	1980	1942	2153	1982	1343	752	743	514	795	743	776	823	867	863	145	636	313	123	489	403	466	230	256	246
GO:0009117	nucleotide metabolic process	biological process	11	8	6	5	4	3	3	0	15	13	14	19	5	0	0	0	0	0	5	6	0	0	2	2	1	0	0	0	1	0	0	0	1	0	1	0	0
GO:0009132	nucleoside diphosphate metabolic process	biological process	3	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009156	ribonucleoside monophosphate biosynthetic process	biological process	73	89	57	68	70	19	16	0	57	38	61	62	46	80	74	85	98	71	9	14	14	26	21	19	16	45	43	4	14	19	5	22	13	30	2	8	13
GO:0009159	deoxyribonucleoside monophosphate catabolic process	biological process	2	6	1	10	7	1	0	0	84	67	76	62	70	0	0	1	1	0	4	0	3	0	0	0	0	2	1	0	0	1	0	2	0	3	0	0	0
GO:0009164	nucleoside catabolic process	biological process	3	3	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
GO:0009165	nucleotide biosynthetic process	biological process	238	256	253	273	287	50	67	0	281	257	304	274	238	282	255	312	236	174	90	96	73	118	120	118	145	158	150	29	64	59	32	161	118	129	24	31	34
GO:0009166	nucleotide catabolic process	biological process	407	382	412	351	380	87	125	0	401	352	383	373	304	440	320	434	422	241	151	140	108	101	90	93	111	252	275	37	121	71	43	54	44	54	47	56	74
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	biological process	7	8	5	8	4	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	1	2	0	1	0	0
GO:0009186	deoxyribonucleoside diphosphate metabolic process	biological process	38	24	40	33	35	12	4	0	77	66	77	70	66	15	20	41	19	11	13	11	7	6	6	11	12	30	28	5	9	2	7	2	0	9	5	3	0
GO:0009190	cyclic nucleotide biosynthetic process	biological process	6	9	5	5	3	0	0	0	0	0	0	0	2	0	0	0	1	0	9	3	2	1	0	0	1	0	0	0	1	1	0	0	0	1	2	0	0
GO:0009214	cyclic nucleotide catabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009228	thiamine biosynthetic process	biological process	1059	977	1060	990	1029	220	367	0	1237	1144	1321	1271	1055	961	881	1007	936	617	400	422	293	436	430	468	452	219	230	32	352	221	192	530	462	370	104	159	228
GO:0009229	thiamine diphosphate biosynthetic process	biological process	141	165	138	138	154	30	64	0	168	164	183	200	174	177	169	212	182	103	83	64	45	72	57	70	72	66	65	6	50	9	18	11	10	28	17	26	61
GO:0009231	riboflavin biosynthetic process	biological process	1504	1482	1570	1473	1509	317	428	1	1472	1453	1477	1549	1298	1581	1469	1599	1541	1017	476	437	336	478	422	452	465	491	483	71	350	279	128	552	429	444	124	146	228
GO:0009235	cobalamin metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009236	cobalamin biosynthetic process	biological process	1806	1695	1748	1782	1768	411	646	1	2103	1984	2190	2156	1848	1799	1769	1953	1845	1198	738	756	544	914	841	984	979	694	666	104	729	352	165	499	400	367	290	234	463
GO:0009239	enterobactin biosynthetic process	biological process	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009245	lipid A biosynthetic process	biological process	1254	1249	1299	1254	1327	283	266	0	937	951	991	971	862	1411	1393	1592	1518	947	221	292	167	359	317	370	337	449	465	79	156	256	81	658	438	280	46	55	120
GO:0009246	enterobacterial common antigen biosynthetic process	biological process	24	39	40	43	44	13	0	0	0	0	0	3	1	1	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0
GO:0009247	glycolipid biosynthetic process	biological process	17	14	15	13	14	4	1	0	25	18	14	20	15	8	2	3	7	2	5	4	11	10	7	9	16	23	19	4	5	0	0	1	0	1	4	0	0
GO:0009249	protein lipoylation	biological process	366	331	372	339	382	90	103	0	351	341	342	329	299	335	332	373	316	231	178	168	129	145	131	160	139	137	118	14	143	73	30	153	122	112	61	49	106
GO:0009250	glucan biosynthetic process	biological process	5	0	2	0	1	0	1	0	0	0	0	0	1	3	1	1	0	2	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1
GO:0009252	peptidoglycan biosynthetic process	biological process	38	25	30	32	21	4	4	0	493	444	499	428	409	4	7	10	9	5	11	9	8	23	19	22	13	9	12	1	19	2	28	4	3	29	6	0	1
GO:0009253	peptidoglycan catabolic process	biological process	1360	1270	1351	1335	1270	305	569	2	1010	984	1136	973	842	1236	1162	1303	1327	760	406	434	306	472	431	445	508	510	521	80	302	322	206	377	329	326	180	143	419
GO:0009254	peptidoglycan turnover	biological process	98	82	96	96	117	25	41	0	61	75	60	79	69	42	48	43	46	44	30	33	25	33	32	28	33	51	57	10	18	6	2	7	13	6	17	17	13
GO:0009264	deoxyribonucleotide catabolic process	biological process	1	2	2	1	3	1	0	0	0	1	0	0	0	2	1	1	2	0	0	0	0	0	0	0	0	1	0	1	3	2	0	0	0	2	0	0	0
GO:0009267	cellular response to starvation	biological process	333	316	338	320	331	79	86	0	426	393	432	403	369	260	234	258	256	178	105	102	76	225	198	198	208	386	389	67	143	68	22	131	89	91	52	39	58
GO:0009271	phage shock	biological process	3	7	4	7	5	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009276	Gram-negative-bacterium-type cell wall	cellular component	99	74	68	84	78	18	2	0	6	4	6	7	7	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	2	0	0	1	0	3	0	0
GO:0009279	cell outer membrane	cellular component	230	230	242	245	280	45	17	0	57	57	63	57	44	69	56	87	74	50	15	30	14	20	20	14	15	20	17	5	13	12	3	6	6	20	8	6	3
GO:0009288	bacterial-type flagellum	cellular component	73	68	67	65	40	17	4	0	14	8	17	8	6	2	6	3	4	4	5	6	3	9	3	9	4	0	5	1	8	4	0	4	0	1	3	4	0
GO:0009289	pilus	cellular component	137	158	179	183	165	43	5	0	9	8	12	8	10	0	0	0	1	0	2	1	1	3	1	2	3	0	0	0	0	4	1	2	1	0	6	0	0
GO:0009291	unidirectional conjugation	biological process	90	104	112	95	96	24	13	0	110	108	118	111	88	49	54	58	56	34	67	89	62	68	50	61	62	67	72	11	59	8	1	13	20	14	26	20	8
GO:0009294	DNA mediated transformation	biological process	261	221	256	224	257	58	118	0	278	246	265	265	232	194	226	223	188	152	183	185	139	181	169	167	176	283	269	56	134	69	60	172	146	99	55	77	63
GO:0009295	nucleoid	cellular component	27	33	25	42	28	6	5	0	6	2	6	5	3	2	5	5	1	2	1	2	0	0	6	1	5	0	1	0	1	1	0	1	1	0	2	2	0
GO:0009297	pilus assembly	biological process	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0009298	GDP-mannose biosynthetic process	biological process	3	5	6	6	4	0	2	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0009306	protein secretion	biological process	541	518	592	587	583	118	66	0	285	311	362	368	275	164	136	206	154	129	99	123	74	102	102	118	115	131	142	26	105	41	6	86	82	40	26	18	35
GO:0009307	DNA restriction-modification system	biological process	240	226	218	275	248	68	16	0	446	469	453	471	378	355	347	436	380	198	13	14	16	38	33	41	51	37	39	4	29	1	3	4	3	2	2	2	8
GO:0009308	amine metabolic process	biological process	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0009312	oligosaccharide biosynthetic process	biological process	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0009316	3-isopropylmalate dehydratase complex	cellular component	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009317	acetyl-CoA carboxylase complex	cellular component	124	146	145	147	128	34	58	0	116	105	132	122	102	57	62	66	72	57	46	56	37	42	46	57	51	36	33	8	68	17	7	27	23	20	17	17	26
GO:0009318	exodeoxyribonuclease VII complex	cellular component	160	169	136	164	165	35	26	0	185	191	170	146	149	149	122	126	128	83	51	43	35	39	31	41	34	22	34	7	46	32	12	42	48	32	12	18	10
GO:0009325	nitrate reductase complex	cellular component	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009331	glycerol-3-phosphate dehydrogenase complex	cellular component	107	99	112	96	96	22	24	0	71	74	84	49	48	85	100	112	98	68	25	23	12	22	29	29	24	36	38	3	21	18	4	84	62	36	8	14	11
GO:0009341	beta-galactosidase complex	cellular component	1008	957	1023	1007	1012	230	306	0	1654	1622	1659	1647	1337	1502	1319	1436	1418	850	313	336	245	414	401	436	441	126	183	26	248	229	104	267	206	285	123	112	248
GO:0009346	citrate lyase complex	cellular component	126	150	132	103	133	40	49	0	19	43	48	45	31	159	156	160	142	101	30	28	20	22	25	15	16	169	169	25	39	5	3	12	14	7	16	29	5
GO:0009349	riboflavin synthase complex	cellular component	339	360	337	317	338	83	52	0	305	269	303	330	283	325	289	319	319	204	51	63	45	82	71	64	78	107	102	12	41	45	13	119	88	60	11	15	26
GO:0009360	DNA polymerase III complex	cellular component	310	286	330	330	288	83	75	0	320	313	369	356	298	232	207	241	224	115	101	97	62	132	120	121	155	86	92	10	115	51	18	122	114	82	32	32	40
GO:0009366	enterobactin synthetase complex	cellular component	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009372	quorum sensing	biological process	238	248	257	225	270	43	52	0	391	356	349	361	310	218	190	261	240	156	77	87	67	114	108	120	121	49	47	9	83	39	24	13	8	80	24	18	22
GO:0009375	ferredoxin hydrogenase complex	cellular component	14	26	19	13	21	7	3	0	6	8	7	9	8	11	10	5	5	3	2	6	4	3	7	7	2	2	0	0	2	4	2	29	17	19	1	0	1
GO:0009378	four-way junction helicase activity	molecular function	1346	1191	1275	1235	1230	262	373	0	1099	1202	1166	1162	980	1312	1305	1460	1417	969	487	433	314	475	474	495	473	368	368	75	412	226	121	483	421	324	111	163	234
GO:0009379	Holliday junction helicase complex	cellular component	79	60	80	68	72	12	26	0	69	53	75	64	50	61	87	83	102	56	25	32	22	37	28	43	40	17	17	5	38	9	3	41	40	12	9	6	6
GO:0009394	2'-deoxyribonucleotide metabolic process	biological process	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009396	folic acid-containing compound biosynthetic process	biological process	2350	2268	2362	2269	2400	548	521	1	2421	2337	2671	2315	1983	2333	2182	2296	2280	1458	665	616	460	878	911	902	872	750	771	113	715	346	133	576	475	445	202	341	275
GO:0009399	nitrogen fixation	biological process	6	1	2	1	2	1	0	0	1	1	1	0	0	2	2	0	1	3	2	5	2	2	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0
GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	biological process	1036	957	1021	1038	1116	274	247	0	1249	1187	1334	1243	1032	331	347	349	366	239	176	146	131	312	299	276	287	182	175	28	501	134	28	152	112	117	96	136	62
GO:0009403	toxin biosynthetic process	biological process	31	30	38	42	48	11	27	0	30	28	29	30	23	56	46	58	56	35	8	16	10	11	15	17	12	8	14	3	13	18	7	24	23	19	7	4	22
GO:0009404	toxin metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009405	pathogenesis	biological process	330	289	307	305	308	70	16	0	345	369	388	435	334	225	200	247	254	162	12	10	9	149	160	150	177	876	889	130	39	35	1	48	53	8	13	7	1
GO:0009411	response to UV	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
GO:0009420	bacterial-type flagellum filament	cellular component	2	0	0	1	2	0	2	0	2	0	1	1	0	0	0	0	0	1	0	3	1	0	1	0	2	1	0	0	1	0	0	1	0	0	0	0	0
GO:0009424	bacterial-type flagellum hook	cellular component	9	13	13	11	14	1	3	0	8	8	13	6	2	1	0	2	2	0	1	0	0	1	1	2	3	3	2	0	0	0	0	0	0	0	1	0	0
GO:0009425	bacterial-type flagellum basal body	cellular component	70	56	62	71	66	10	5	0	25	18	10	14	15	2	4	6	6	4	6	5	6	12	6	9	9	1	1	0	1	1	0	4	2	0	5	1	0
GO:0009427	bacterial-type flagellum basal body, distal rod, L ring	cellular component	32	28	40	37	41	5	0	0	1	0	0	1	0	0	3	0	3	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GO:0009428	bacterial-type flagellum basal body, distal rod, P ring	cellular component	59	64	52	52	71	14	0	0	0	1	1	2	0	2	0	1	3	1	5	4	1	2	1	2	1	0	0	0	0	3	0	0	0	0	0	0	0
GO:0009431	bacterial-type flagellum basal body, MS ring	cellular component	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009432	SOS response	biological process	8	12	13	10	13	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009435	NAD biosynthetic process	biological process	723	802	758	787	777	155	133	0	927	791	924	931	736	887	799	999	974	528	203	170	136	203	156	187	175	49	60	10	79	164	89	346	328	198	47	40	115
GO:0009439	cyanate metabolic process	biological process	1	0	0	0	0	0	0	0	0	3	2	1	2	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
GO:0009446	putrescine biosynthetic process	biological process	233	241	248	255	257	55	28	0	212	193	248	229	171	279	281	301	262	171	146	132	102	100	85	102	82	118	122	25	40	30	32	82	48	105	18	32	17
GO:0009451	RNA modification	biological process	1832	1733	1828	1839	1857	441	603	1	1973	1905	1985	1974	1642	1733	1702	1950	1797	1221	745	724	506	853	847	843	883	863	844	144	746	393	157	751	571	545	282	261	361
GO:0009452	7-methylguanosine RNA capping	biological process	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0009496	plastoquinol--plastocyanin reductase activity	molecular function	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009512	cytochrome b6f complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009521	photosystem	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009522	photosystem I	cellular component	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009523	photosystem II	cellular component	1	3	1	0	6	0	0	0	3	4	3	3	5	0	0	1	0	0	4	4	1	0	0	3	1	0	0	0	0	1	0	0	0	2	0	0	0
GO:0009538	photosystem I reaction center	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009539	photosystem II reaction center	cellular component	0	2	0	0	5	0	0	0	2	4	3	3	5	0	0	1	0	0	4	4	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
GO:0009579	thylakoid	cellular component	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009607	response to biotic stimulus	biological process	61	49	64	50	64	14	11	0	58	67	80	83	44	32	23	37	28	18	9	6	5	6	13	15	20	29	23	0	22	2	2	0	0	27	8	18	0
GO:0009611	response to wounding	biological process	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009617	response to bacterium	biological process	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009636	response to toxic substance	biological process	1	2	6	5	5	1	0	0	9	10	1	3	7	16	20	15	10	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
GO:0009678	hydrogen-translocating pyrophosphatase activity	molecular function	836	833	881	894	844	199	219	0	644	631	660	626	505	1060	1002	1080	1089	723	323	325	228	217	227	267	301	188	207	36	187	215	109	470	378	167	70	86	169
GO:0009712	catechol-containing compound metabolic process	biological process	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009733	response to auxin	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0009758	carbohydrate utilization	biological process	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009767	photosynthetic electron transport chain	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009847	spore germination	biological process	248	241	290	230	270	50	124	0	248	237	257	265	215	105	102	137	124	75	186	197	149	211	208	213	228	160	160	19	201	37	6	88	63	48	88	71	24
GO:0009877	nodulation	biological process	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0009882	blue light photoreceptor activity	molecular function	2	6	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009898	cytoplasmic side of plasma membrane	cellular component	11	19	15	14	19	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0009972	cytidine deamination	biological process	56	43	32	33	51	11	18	0	33	43	33	30	26	26	30	26	28	22	21	20	26	30	21	33	30	25	35	4	30	27	13	21	15	27	9	11	17
GO:0009976	tocopherol cyclase activity	molecular function	0	0	0	2	0	0	6	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0009982	pseudouridine synthase activity	molecular function	1294	1230	1290	1348	1320	319	459	0	1409	1371	1419	1430	1206	1217	1227	1381	1244	879	545	535	384	634	621	640	673	682	672	115	564	266	124	499	371	411	208	205	270
GO:0010033	response to organic substance	biological process	35	34	41	29	52	10	2	0	7	7	10	8	15	11	8	5	10	8	3	4	3	5	2	1	3	0	0	0	0	3	0	2	1	0	2	0	0
GO:0010038	response to metal ion	biological process	28	21	24	19	24	5	0	0	3	2	4	3	2	1	2	0	0	1	6	4	2	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
GO:0010124	phenylacetate catabolic process	biological process	0	4	1	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0010181	FMN binding	molecular function	2366	2306	2425	2362	2459	581	511	0	2212	2153	2316	2287	1861	2009	1914	2229	2053	1405	729	766	548	1062	1015	1069	1100	738	787	120	758	381	160	897	723	630	198	219	263
GO:0010309	acireductone dioxygenase [iron(II)-requiring] activity	molecular function	1	0	0	1	1	1	0	0	2	5	2	4	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0010447	response to acidic pH	biological process	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0010468	regulation of gene expression	biological process	20	13	11	14	20	3	0	0	2	0	2	0	3	0	0	0	0	0	2	4	4	3	5	1	1	0	5	1	4	0	0	0	1	0	1	3	0
GO:0010498	proteasomal protein catabolic process	biological process	0	0	0	0	0	0	0	0	160	156	166	159	142	0	2	1	0	0	0	0	0	22	15	21	22	0	2	0	3	19	7	0	0	41	1	2	4
GO:0010579	positive regulation of adenylate cyclase activity involved in G-protein coupled receptor signaling pathway	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0015002	heme-copper terminal oxidase activity	molecular function	2	1	3	3	6	0	0	0	7	10	11	17	15	1	0	0	1	0	0	0	0	1	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0
GO:0015016	[heparan sulfate]-glucosamine N-sulfotransferase activity	molecular function	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0015031	protein transport	biological process	1331	1279	1462	1349	1414	289	192	0	1543	1436	1612	1561	1280	1096	1055	1131	1107	752	312	316	224	515	444	495	487	433	408	65	424	161	38	320	252	240	126	126	64
