IPR	description	ERR1809119	ERR1809120	ERR1809121	ERR1809122	ERR1809123	ERR1809124	ERR1809125	ERR1809127	ERR1809128	ERR1809129	ERR1809130	ERR1809131	ERR1809132	ERR1809133	ERR1809134	ERR1809135	ERR1809136	ERR1809137	ERR1809138	ERR1809139	ERR1809140	ERR1809141	ERR1809142	ERR1809143	ERR1809144	ERR1809145	ERR1809146	ERR1809147	ERR1809148	ERR1809149	ERR1809150	ERR1809151	ERR1809152	ERR1809153	ERR1809154	ERR1809155	ERR1809156
IPR013912	Adenylate cyclase-associated CAP, C-terminal	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR013915	Pre-mRNA-splicing factor 19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR013919	Peroxisome membrane protein, Pex16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
IPR013927	Transcription factor Opi1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR013931	Svf1-like, N-terminal	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR013935	TRAPP II complex, Trs120	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR013954	Polynucleotide kinase 3 phosphatase	1	0	2	1	1	0	0	0	9	7	14	9	9	1	5	1	3	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
IPR013956	E3 ubiquitin ligase, BRE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR013960	DASH complex subunit Duo1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR013961	RAI1-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR013964	DASH complex subunit Ask1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR013968	Polyketide synthase, ketoreductase domain	7	8	15	13	12	3	2	0	7	9	12	6	9	13	21	20	13	12	7	6	7	1	4	1	1	1	3	0	0	0	0	0	0	0	2	1	0
IPR013969	Oligosaccharide biosynthesis protein Alg14-like	13	12	10	12	15	0	0	0	0	3	2	3	2	2	3	4	3	4	0	0	0	2	1	1	3	0	0	0	3	0	0	0	0	0	0	0	0
IPR013972	YcbB domain	0	0	1	0	2	0	0	0	8	3	11	1	2	7	7	8	4	1	0	2	0	2	0	0	1	0	0	0	0	0	0	0	2	1	1	2	0
IPR013973	PglZ domain	40	37	26	49	45	15	15	0	27	25	16	20	17	27	31	38	26	21	16	23	13	20	28	13	26	32	21	3	10	14	6	19	11	30	9	7	9
IPR013974	SAF domain	43	49	52	44	52	19	19	0	41	40	39	35	24	22	24	31	27	24	29	37	20	13	18	21	17	21	22	1	29	7	1	4	5	23	6	7	10
IPR013975	Transcription regulator BetR, N-terminal	0	1	1	1	0	0	0	0	4	5	4	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR013976	Metal-dependent hydrolase HDOD	10	9	14	12	8	2	4	0	6	9	11	6	10	8	6	4	6	2	4	2	1	2	4	0	4	1	5	3	5	1	0	2	3	1	1	0	0
IPR013977	Glycine cleavage T-protein, C-terminal barrel domain	188	162	186	176	174	41	22	0	119	134	127	136	118	223	211	221	234	155	31	21	18	33	25	33	29	37	33	6	35	30	11	87	53	44	8	17	18
IPR013981	Pyrophosphate-dependent phosphofructokinase, alpha-helical domain	88	104	98	104	99	18	8	0	80	87	92	94	72	119	116	123	114	59	13	7	11	12	13	19	17	9	6	0	4	11	10	0	1	39	4	1	27
IPR013983	Aldehyde ferredoxin oxidoreductase, N-terminal	23	33	30	28	33	9	26	0	14	19	30	20	18	33	24	30	23	18	3	18	5	7	2	3	4	9	5	1	15	3	1	8	4	0	0	6	0
IPR013984	Aldehyde ferredoxin oxidoreductase, domain 2	8	2	8	8	5	3	2	0	7	6	16	6	7	1	3	3	1	1	9	7	7	1	0	1	0	1	2	0	0	0	0	2	0	0	0	0	0
IPR013985	Aldehyde ferredoxin oxidoreductase, domain 3	25	16	23	14	29	7	15	0	23	20	13	23	15	23	19	24	15	11	16	8	7	5	3	5	3	5	5	3	10	2	1	2	5	2	4	1	0
IPR013986	DExx box DNA helicase domain	216	217	213	227	213	67	34	0	212	200	220	200	188	200	194	229	196	168	40	42	39	54	45	61	68	37	35	3	54	36	12	46	50	38	11	17	29
IPR013987	PhnA protein, N-terminal	2	4	5	6	4	1	1	0	0	2	2	2	1	3	3	1	9	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR013988	PhnA protein, C-terminal	9	12	10	7	9	2	3	0	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR013997	Mycoplasma arthritidis-derived mitogen, C-terminal	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR013998	Nebulin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014012	Helicase/SANT-associated domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
IPR014016	UvrD-like Helicase, ATP-binding domain	1014	974	1048	992	1034	266	200	0	1114	1059	1131	1174	927	997	961	1095	972	706	335	307	205	415	398	441	437	344	343	56	330	206	57	398	324	235	120	109	135
IPR014017	UvrD-like DNA helicase, C-terminal	509	508	491	513	515	126	112	0	653	614	684	626	548	470	450	495	499	346	183	192	147	241	253	217	253	186	204	25	172	94	28	217	174	125	63	57	48
IPR014025	Glutaredoxin subgroup	4	7	7	6	4	3	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014026	UDP-glucose/GDP-mannose dehydrogenase, dimerisation	419	372	433	423	387	110	56	0	283	282	293	294	251	416	388	439	421	289	76	76	55	101	102	117	98	61	49	13	42	46	29	75	75	75	28	33	31
IPR014027	UDP-glucose/GDP-mannose dehydrogenase, C-terminal	156	136	136	132	137	24	14	0	79	69	76	80	63	154	139	129	117	82	26	14	11	44	34	33	37	6	10	3	13	25	7	45	54	37	9	12	15
IPR014029	NADH:ubiquinone oxidoreductase, 49kDa subunit, conserved site	7	12	13	9	10	4	0	0	15	16	9	11	11	7	6	3	5	0	0	1	0	0	1	0	0	34	30	3	0	3	0	4	2	0	2	0	0
IPR014030	Beta-ketoacyl synthase, N-terminal	379	315	373	371	366	88	131	0	289	297	302	312	222	381	337	429	399	240	143	160	112	117	136	119	128	166	169	25	119	95	46	238	198	96	47	43	77
IPR014031	Beta-ketoacyl synthase, C-terminal	385	380	410	397	416	98	120	0	293	309	334	335	267	519	462	530	524	335	129	101	93	86	91	104	83	158	169	23	103	80	32	276	238	84	34	42	48
IPR014032	Peptidase A24A, prepilin type IV, bacterial	6	2	0	2	3	1	0	0	0	3	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014036	DeoR C-terminal sensor domain	122	117	128	117	159	34	33	0	82	72	94	92	78	91	92	98	97	47	35	21	25	33	30	32	36	17	13	1	57	23	8	73	59	34	17	19	21
IPR014039	Translation elongation factor EFTs/EF1B, dimerisation	424	354	357	402	409	94	45	0	428	371	411	444	333	320	314	365	339	207	87	90	81	116	111	144	108	103	92	12	111	46	15	124	96	54	37	36	38
IPR014042	Glutathione synthase, alpha-helical, eukaryotic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014043	Acyl transferase	96	108	100	96	110	17	42	0	90	96	101	106	81	111	105	138	122	83	38	41	26	48	52	48	45	37	57	8	28	41	8	46	34	35	13	9	32
IPR014044	CAP domain	15	18	37	23	15	4	5	0	11	7	10	11	17	7	11	8	7	5	23	30	17	20	14	28	18	20	7	3	33	2	1	12	7	5	14	18	1
IPR014048	Methylated-DNA-[protein]-cysteine S-methyltransferase, DNA binding	323	329	383	343	342	73	89	0	275	265	319	262	219	320	315	288	347	203	109	95	68	122	99	107	125	92	88	15	79	89	16	86	77	69	34	35	93
IPR014051	Phosphoesterase, HXTX	7	9	9	5	8	0	2	0	0	2	0	0	4	2	0	1	1	0	1	1	1	0	1	1	0	0	1	0	1	2	0	0	2	1	1	0	1
IPR014054	Bacteriophage regulatory protein, Rha family	33	40	32	26	44	7	3	0	23	22	28	27	22	7	9	11	9	5	0	1	0	0	0	0	1	1	1	0	8	0	0	0	0	0	1	1	0
IPR014057	Addiction module antidote protein, HI1420	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014061	Conserved hypothetical protein CHP02688	181	181	177	196	179	39	2	0	17	20	23	20	17	15	29	27	27	11	17	15	13	20	25	23	14	19	26	3	21	5	6	0	1	2	13	3	0
IPR014086	Cyanuric acid hydrolase/Barbiturase	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR014094	Penicillin-binding protein activator LpoB	17	13	19	18	16	2	0	0	2	1	2	0	0	1	4	6	4	1	1	2	1	0	0	1	1	0	0	0	0	0	0	0	3	0	1	0	0
IPR014099	Spore coat protein GerQ	1	3	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014112	Type-F conjugative transfer system pilin chaperone TraQ	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
IPR014115	Type-F conjugative transfer system protein TrbI	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR014118	Type IV conjugative transfer system protein TraV	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR014121	Type-F conjugative transfer system mating-pair stabilisation protein TraN	0	0	0	1	0	0	1	0	0	0	0	0	2	2	9	7	6	4	3	2	3	1	0	0	0	0	0	0	0	1	0	2	3	0	0	0	0
IPR014127	Conserved hypothetical protein CHP02757	222	237	259	267	269	51	46	0	193	202	235	187	161	255	284	303	311	178	32	35	25	39	37	45	28	31	27	9	36	63	18	77	67	81	13	17	56
IPR014144	DNA ligase D, 3'-phosphoesterase domain	12	10	9	5	8	1	0	0	3	0	2	1	1	1	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
IPR014158	Type IV secretion system, VirB5	1	0	1	0	0	0	0	0	3	1	1	2	3	7	1	6	6	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
IPR014161	Tol-Pal system, TolA	15	8	12	12	6	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR014194	Sporulation stage III, protein AE	42	57	57	54	55	9	23	0	70	74	76	55	49	20	26	26	16	19	53	46	38	65	64	54	60	31	30	5	38	7	1	13	7	2	20	12	8
IPR014197	Sporulation protein YunB	28	27	26	20	28	9	6	0	12	20	21	24	18	8	13	12	7	10	21	22	15	8	12	11	8	14	15	1	17	1	2	6	2	0	1	8	2
IPR014198	Stage III sporulation protein AB	5	1	3	5	5	0	3	0	6	2	8	4	10	0	2	2	1	1	2	3	3	3	3	7	3	0	1	0	12	1	1	3	2	0	4	1	0
IPR014199	Sporulation protein YtxC	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014201	Sporulation stage IV, protein A	305	267	292	310	302	79	92	0	284	295	323	249	257	132	126	149	144	91	171	158	116	194	191	223	180	143	145	28	204	18	5	51	26	29	58	68	26
IPR014202	Sporulation stage II, protein R	41	43	52	49	42	11	22	0	60	44	62	60	46	21	23	22	19	9	25	22	17	47	41	45	53	22	16	2	38	4	3	12	12	2	11	24	5
IPR014208	Sporulation stage III, transcriptional regulator SpoIIID	54	48	70	59	44	10	37	0	60	69	79	78	71	23	27	33	39	21	27	32	23	35	37	46	50	40	41	4	50	1	1	8	10	4	8	19	7
IPR014229	Sporulation protein YtfJ	20	36	35	23	30	8	17	0	37	33	45	37	36	23	18	19	22	13	18	33	8	37	32	33	44	32	39	8	27	3	0	5	2	3	10	20	1
IPR014238	Sporulation protein YlmC/YmxH	2	5	2	0	3	0	0	0	1	1	3	1	2	0	0	0	0	2	3	7	1	0	0	1	3	1	2	0	2	0	0	1	0	1	1	5	0
IPR014239	Spore germination YpeB	15	11	5	10	12	0	1	0	6	5	4	4	4	2	3	1	3	2	3	4	3	4	2	3	0	3	0	0	4	1	0	4	4	0	2	2	2
IPR014245	Sporulation stage III, protein AF	7	9	5	6	3	2	0	0	9	8	9	12	9	0	1	2	0	1	1	2	0	1	1	4	2	6	6	0	5	0	0	0	2	0	0	0	0
IPR014248	Spore coat assembly protein SafA	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	2	2	0	0	0	1	0	0	0
IPR014262	Extracellular HAF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014263	Methanolan biosynthesis EpsI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
IPR014284	RNA polymerase sigma-70 like domain	51	49	60	72	62	14	19	0	54	61	71	49	41	44	40	56	44	23	35	18	19	25	22	36	19	19	15	8	35	16	3	28	24	10	9	14	8
IPR014312	Succinate dehydrogenase, hydrophobic membrane anchor	7	4	6	8	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014318	Phage shock protein, PspG	8	10	12	9	6	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014321	Phage shock protein, PspD	2	3	0	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
IPR014328	Restriction endonuclease, type II, Alw26I/Eco31I/Esp3I	3	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	1	2	0	0	0	1	0	8	0	0	0	1	2	0
IPR014338	Uncharacterised domain CHP02996, repeat-companion domain	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014348	Cobalamin (vitamin B12)-dependent enzyme, catalytic subdomain	2031	1838	2015	1931	2125	490	325	0	1667	1527	1703	1557	1343	2571	2263	2598	2486	1684	296	321	221	452	402	423	432	996	953	144	288	449	128	867	685	385	89	59	269
IPR014352	FERM/acyl-CoA-binding protein, 3-helical bundle	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0
IPR014453	Inhibitor of vertebrate lysozyme	18	10	20	10	14	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR014462	Phage-associated protein Gp45	1	7	2	0	4	2	1	0	0	0	1	0	0	0	0	0	0	0	4	4	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
IPR014469	Protein of unknown function DUF2271	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014487	Protein of unknown function DUF3151	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014491	Curli production protein CsgC	8	8	16	6	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014508	Uncharacterised conserved protein withTPR-like repeats	7	4	7	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
IPR014509	Uncharacterised conserved protein UCP020606	25	19	26	21	18	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR014550	Uncharacterised conserved protein UCP028704, OpgC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
IPR014580	Uncharacterised conserved protein UCP033199	8	11	11	10	9	1	2	0	2	7	9	4	3	1	1	3	2	2	0	0	2	0	2	1	3	0	1	0	0	0	0	2	2	1	2	0	3
IPR014710	RmlC-like jelly roll fold	3097	3017	3097	3040	3237	738	623	0	3114	3057	3103	3163	2596	2952	2803	3140	3033	1882	824	774	561	924	908	957	993	654	678	89	824	555	232	933	753	572	238	350	345
IPR014711	DNA topoisomerase I, catalytic core, alpha-helical subdomain, eukaryotic-type	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014712	Phosphoinositide-binding clathrin adaptor, domain 2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014714	Glutamate mutase E subunit, C-terminal domain	0	2	4	4	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	4	1	0	0	0	1	0	0	1	1	0	2	0	0
IPR014715	Fibrinogen, alpha/beta/gamma chain, C-terminal globular, subdomain 2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014716	Fibrinogen, alpha/beta/gamma chain, C-terminal globular, subdomain 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014717	Translation elongation factor EF1B/ribosomal protein S6	286	270	302	273	286	57	21	0	302	302	346	315	294	248	232	293	282	192	79	38	34	72	73	78	60	72	65	8	61	32	5	52	54	38	16	11	11
IPR014718	Glycoside hydrolase-type carbohydrate-binding	5573	5195	5550	5607	5520	1329	1227	0	5856	5512	5976	5866	4781	7960	7544	8422	8017	5136	951	1024	701	1240	1172	1232	1250	805	820	140	780	1362	476	1580	1238	1215	434	414	1053
IPR014719	Ribosomal protein L7/L12, C-terminal/adaptor protein ClpS-like	324	284	291	286	289	66	38	0	335	334	306	348	236	293	259	240	288	174	53	52	57	99	81	106	88	58	72	11	55	36	18	69	72	32	24	24	26
IPR014720	Double-stranded RNA-binding domain	612	614	684	627	705	165	115	0	672	659	709	707	590	590	570	665	578	374	191	179	103	268	230	229	217	265	211	44	196	102	22	200	162	126	62	74	42
IPR014721	Ribosomal protein S5 domain 2-type fold, subgroup	4364	4194	4367	4165	4368	991	959	1	4559	4266	4743	4575	3682	4208	4160	4525	4275	2591	1147	1201	854	1586	1522	1572	1667	1799	1845	282	1245	746	243	1329	1104	926	407	493	499
IPR014722	Ribosomal protein L2 domain 2	1009	911	1016	1032	1027	227	187	1	962	1008	985	914	803	905	967	980	895	607	228	251	147	285	275	282	296	387	397	67	239	138	39	284	215	194	75	78	96
IPR014724	RNA polymerase Rpb2, OB-fold	466	413	428	444	454	108	76	0	418	429	472	451	367	432	413	456	456	308	109	106	65	177	159	143	138	164	186	30	140	63	17	108	89	76	29	38	44
IPR014726	Ribosomal protein L2, domain 3	179	182	198	211	202	57	59	0	220	173	203	190	168	172	183	207	201	118	66	68	56	100	83	92	95	114	101	12	65	39	20	75	66	59	20	31	33
IPR014728	Staphostatin A/B	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014729	Rossmann-like alpha/beta/alpha sandwich fold	13787	13380	14212	13710	14245	3186	3561	4	13681	13377	14510	13959	11559	14471	13451	15094	14367	9191	4594	4600	3309	5524	5214	5438	5646	5623	5640	866	4261	2780	1143	4779	3755	3213	1292	1627	2213
IPR014730	Electron transfer flavoprotein, alpha/beta-subunit, N-terminal	422	391	414	403	480	92	270	1	347	323	365	294	295	418	391	440	429	298	290	293	209	287	246	256	315	207	214	39	197	178	108	144	121	216	87	91	179
IPR014731	Electron transfer flavoprotein, alpha subunit, C-terminal	241	257	301	235	277	54	108	1	210	202	217	205	161	259	220	254	259	144	101	116	81	102	103	110	120	102	108	16	96	50	32	89	68	71	41	37	51
IPR014735	Transposase, Tn5-like, N-terminal	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014736	Transposase, Tn5-like, core	107	100	115	113	108	22	3	0	360	315	344	299	250	118	114	137	121	68	21	19	18	13	22	12	20	10	10	1	8	3	11	0	0	8	4	6	0
IPR014737	Transposase, Tn5-like, C-terminal	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
IPR014739	Channel forming colicin, N-terminal domain	1	4	4	9	5	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0
IPR014742	Adaptor protein Cbl, SH2-like	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014743	Chloride channel, core	426	472	452	437	436	120	180	0	492	483	506	489	423	475	487	573	555	377	116	133	116	206	186	209	220	324	317	44	103	133	68	220	164	169	45	65	146
IPR014744	Nuclear receptor coactivator, CREB-bp-like, interlocking	1	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014745	MHC class II, alpha/beta chain, N-terminal	2	0	1	0	2	0	0	0	2	3	1	2	0	4	4	6	6	3	0	1	0	2	0	1	3	1	0	0	0	0	1	26	14	0	0	0	0
IPR014746	Glutamine synthetase/guanido kinase, catalytic domain	1061	1047	1100	1071	1079	240	319	0	1257	1141	1267	1181	951	1114	1019	1091	1055	739	436	459	283	600	536	565	610	292	289	45	378	197	114	408	307	274	117	140	229
IPR014748	Crontonase, C-terminal	138	123	111	112	119	28	12	0	110	93	112	104	88	104	73	110	123	63	29	31	23	31	36	18	20	24	31	1	20	19	8	26	29	14	3	20	2
IPR014751	DNA repair protein XRCC4, C-terminal	4	4	2	3	8	2	1	0	6	12	6	16	12	1	2	3	1	1	6	1	2	2	2	2	1	2	1	0	0	1	0	4	0	1	0	2	0
IPR014752	Arrestin, C-terminal	1	2	3	0	3	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014753	Arrestin, N-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014755	Copper resistance protein CopC/internalin, immunoglobulin-like	4	4	8	3	7	2	0	0	0	1	0	0	1	0	0	0	0	0	2	3	0	0	0	1	1	0	1	0	0	0	2	0	0	0	1	0	0
IPR014757	Transcription regulator IclR, C-terminal	121	123	147	123	120	28	20	0	104	99	99	104	89	36	29	20	30	28	52	43	42	27	33	34	39	56	64	5	50	9	7	20	22	14	26	21	9
IPR014758	Methionyl-tRNA synthetase	11	14	15	8	8	2	3	0	15	11	20	10	16	11	8	22	9	10	7	3	6	6	7	9	3	6	7	1	7	3	0	15	7	4	1	2	3
IPR014762	DNA mismatch repair, conserved site	78	70	75	62	90	14	37	0	53	65	81	64	53	72	68	74	59	57	33	32	27	46	31	43	42	26	30	6	32	21	10	48	39	31	24	16	16
IPR014766	Carboxypeptidase, regulatory domain	3055	2904	3076	2962	3081	684	473	0	2769	2644	2932	2809	2353	3139	2949	3323	3238	2003	461	423	325	395	376	420	387	362	407	69	345	529	178	600	497	559	139	186	385
IPR014771	Apoptosis, Bim N-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR014773	Virulence factor YopE uncharacterised domain	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014774	KaiC-like domain	10	6	11	7	14	2	8	0	9	11	12	6	9	8	10	6	7	9	11	8	4	13	13	11	5	7	10	0	19	6	0	1	0	4	4	3	0
IPR014776	Tetrapyrrole methylase, subdomain 2	559	592	626	590	649	140	180	0	603	614	665	623	539	666	580	671	613	391	195	186	126	227	215	246	244	283	335	44	191	123	49	176	162	143	76	55	111
IPR014777	Tetrapyrrole methylase, subdomain 1	375	366	398	408	367	102	177	0	469	455	442	466	388	482	449	455	459	291	126	161	95	203	192	200	200	200	202	38	149	106	25	125	111	82	64	38	111
IPR014782	Peptidase M1, membrane alanine aminopeptidase, N-terminal	38	50	49	32	36	10	4	0	73	65	75	70	61	30	26	27	23	17	7	8	2	6	13	10	18	0	1	0	5	2	1	4	0	15	1	1	0
IPR014784	Copper type II, ascorbate-dependent monooxygenase-like, C-terminal	62	62	94	68	99	25	6	0	114	104	132	114	97	42	55	64	59	30	9	7	9	10	12	12	7	5	5	0	1	2	12	2	3	2	5	1	2
IPR014786	Anaphase-promoting complex subunit 2, C-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR014790	MutL, C-terminal, dimerisation	108	133	132	121	140	34	39	0	112	103	141	128	90	82	89	79	88	74	55	62	41	54	36	44	50	40	42	8	42	36	6	40	25	19	17	24	12
IPR014793	Dissimilatory sulphite reductase D	2	5	3	3	4	1	0	0	1	0	1	3	0	0	0	0	0	0	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR014794	TATA-box binding	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
