IPR	description	ERR4702550	ERR4702560	ERR4702551	ERR4702561	ERR4702552	ERR4702562	ERR4702553	ERR4702563	ERR4702554	ERR4702564	ERR4702555	ERR4702556	ERR4702557	ERR4702558	ERR4702559	ERZ1758440	ERZ1758441	ERZ1758442	ERZ1758444	ERZ1758445	ERZ1758437	ERZ1758447	ERZ1758438	ERZ1758448	ERZ1758439	ERZ1758449
IPR020974	CGT/MARTX, cysteine protease (CPD) domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR020975	DNA helicase, ATP-dependent, UvsW	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR020976	Antimicrobial peptide, lci	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR020980	Menbrane protein HflK, N-terminal	5	53	3	1	1	0	0	25	9	53	5	0	17	27	47	17	5	4	10	8	2	9	17	6	10	20
IPR020988	Peptidase U32, collagenase	10	5	2	1	0	0	1	1	7	2	7	0	2	0	7	3	0	2	2	1	1	2	2	1	3	7
IPR020990	Carboxysome shell protein	3	1	1	0	0	0	0	3	5	2	6	0	0	1	3	0	0	0	0	2	0	0	0	0	1	5
IPR020991	Head-to-tail connector protein, podovirus-type	239	543	290	0	0	0	0	6	264	51	346	1	1	3	580	49	0	1	43	71	0	72	43	50	0	11
IPR020992	Tail specific protease, C-terminal	9	11	6	0	0	0	0	5	10	4	10	0	1	5	21	5	0	2	4	8	2	3	2	8	2	5
IPR020994	Uncharacterised protein family, calcium binding protein, CcbP	6	0	6	0	0	0	1	0	6	5	3	0	1	0	2	0	0	0	2	0	0	1	1	0	0	2
IPR021005	Zinc finger, CGNR	1	7	6	0	0	0	0	82	3	121	2	0	2	25	10	4	2	4	1	1	0	3	5	3	4	7
IPR021008	Protein of unknown function DUF3687	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021010	Cytosolic motility protein	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021013	ATPase, vacuolar ER assembly factor, Vma12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR021014	Dot/Icm substrate protein, SidE	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021025	Fanconi Anaemia group E protein, C-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IPR021026	Filamentous haemagglutinin family outer membrane protein, domain of unknown function DUF3739	0	27	0	0	1	0	0	1	7	1	3	0	0	1	26	9	1	0	3	1	0	1	6	3	1	3
IPR021027	Transposase, putative, helix-turn-helix domain	55	114	46	1	1	0	2	15	59	25	71	0	1	2	70	22	0	1	19	36	0	35	18	26	2	22
IPR021028	Homotrimeric ring hydroxylase, catalytic domain	3	37	7	0	0	1	0	2	8	6	8	0	0	1	22	13	0	2	0	1	0	0	9	0	0	5
IPR021029	DNA polymerase III, tau subunit, domain V	15	56	2	0	0	0	0	40	11	71	15	1	8	14	72	11	1	3	6	7	1	2	10	8	5	8
IPR021030	Protein of unknown function DUF3731	7	4	7	0	0	0	0	7	3	11	4	0	3	6	1	0	0	0	1	2	0	0	0	0	1	3
IPR021031	Hyphally-regulated cell wall protein, N-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR021034	Domain of unknown function DUF3672	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021036	Ribosomal protein S35, mitochondrial	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR021039	Iron-sulphur binding protein LdpA, C-terminal	2	0	1	0	1	0	0	2	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
IPR021046	Cold-shock protein, DEAD box A, C-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR021047	Mannosyltransferase 1, CMT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	2	0	0	0	0
IPR021050	Cytochrome c oxidase subunit IV, actinobacteria	0	2	0	0	0	0	0	0	2	1	0	0	0	1	1	2	0	0	0	0	0	0	1	0	0	1
IPR021055	Type-IV b secretion system, inner-membrane complex component	8	45	10	0	0	0	0	0	9	14	10	0	0	1	34	20	0	0	3	7	0	3	15	1	0	18
IPR021059	DnaJ-related protein, N-terminal	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
IPR021062	Putative aromatic acid exporter, C-terminal	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021065	Fertility inhibition protein FinO, N-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR021067	Glycosyltransferase, GlcNAc	14	11	11	0	0	0	2	87	11	182	17	0	15	29	8	3	1	1	5	10	0	6	3	1	2	3
IPR021068	HTH DNA binding domain	1	2	0	0	0	0	0	4	1	5	0	0	15	31	2	1	10	1	0	0	0	0	1	0	12	6
IPR021069	ImpA, C-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR021070	Killing trait, RebB	1	1	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0
IPR021074	Formate dehydrogenase, delta subunit	5	15	3	0	2	0	0	12	5	14	1	0	10	31	20	9	4	3	1	0	0	1	7	2	7	11
IPR021075	Bocavirus non-capsid protein, NP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021077	Bacteriophage phi-Lf, Orf112	2	1	2	0	0	0	0	34	2	57	2	0	11	8	0	0	1	1	1	1	0	2	0	1	1	1
IPR021079	Methanol-cobalamin methyltransferase, B subunit	4	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR021091	Mercury ion transport, MerF	0	27	0	0	0	0	0	1	3	1	2	0	27	38	23	13	5	0	0	1	1	0	9	2	5	0
IPR021095	Protein of unknown function DUF3734	8	39	4	0	0	1	1	117	2	173	3	0	63	83	35	24	8	6	3	2	0	3	16	1	12	18
IPR021096	Vibrio phage VSK, Orf152	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
IPR021098	Bacteriophage P22, Gp10, DNA-stabilising	1	4	2	0	0	0	0	0	2	0	3	0	0	0	5	11	0	0	14	8	0	17	12	18	1	3
IPR021102	Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021104	KfrA, N-terminal DNA-binding domain	0	92	3	1	0	0	0	7	9	38	4	0	18	37	75	22	7	5	1	2	0	2	21	5	13	20
IPR021107	Restriction endonuclease, type II, HinP1I	14	0	17	0	0	0	0	9	24	6	14	0	3	0	0	0	0	2	2	4	0	6	0	7	0	3
IPR021108	Restriction endonuclease, type II, BpuJI, N-terminal	1	0	0	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
IPR021109	Aspartic peptidase domain superfamily	131	227	138	1	5	0	5	130	150	304	179	5	545	703	227	97	130	31	85	57	2	91	91	66	132	119
IPR021110	DNA replication/checkpoint protein	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021111	Hexameric tyrosine-coordinated heme protein (HTHP)	0	29	0	0	0	1	0	0	0	0	0	0	1	3	33	2	1	0	0	0	0	0	2	0	1	0
IPR021115	Pyridoxal-phosphate binding site	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	2	0
IPR021116	Calcitonin/adrenomedullin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR021120	KduI/IolB isomerase	8	5	8	2	0	1	0	4	13	9	18	0	1	6	5	2	3	1	4	1	3	3	0	2	2	6
IPR021122	RNA ligase domain, REL/Rln2	40	27	39	2	0	0	0	3	49	13	29	0	5	2	32	28	2	2	47	46	0	54	27	40	4	11
IPR021123	Type III secretion, needle-protein-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR021124	CRISPR-associated protein, Cas5	14	96	22	0	0	0	0	5	19	26	27	0	59	27	81	12	5	1	8	6	0	10	12	4	4	16
IPR021125	Protein of unknown function DUF2127	27	30	29	0	0	0	0	5	42	8	26	0	0	2	42	7	0	0	4	2	0	11	7	15	0	11
IPR021127	CRISPR-associated endonuclease Cas2	67	64	64	1	0	0	1	71	105	177	63	0	42	55	102	18	4	4	38	35	0	43	13	45	6	54
IPR021130	Phosphoribosyl-ATP pyrophosphohydrolase-like	62	190	60	2	0	0	1	47	55	113	78	0	49	88	164	60	10	8	37	31	2	44	52	32	16	42
IPR021131	Ribosomal protein L18e/L15P	205	266	175	1	5	3	15	154	277	357	204	8	107	151	194	65	11	12	90	120	2	95	46	111	16	78
IPR021134	Bestrophin/UPF0187	15	65	8	2	1	0	1	4	7	13	14	0	53	71	87	10	13	1	5	2	0	2	9	5	12	5
IPR021135	Phosphoenolpyruvate carboxylase	152	751	136	4	1	1	3	90	134	214	158	3	248	342	852	37	10	11	30	39	2	31	34	29	16	55
IPR021136	Flagellar hook-length control protein-like, C-terminal	17	156	19	0	0	0	0	7	20	21	20	0	18	48	144	38	4	6	18	21	0	12	29	15	11	26
IPR021137	Ribosomal protein L35	87	140	85	3	5	1	7	72	123	172	105	6	43	95	131	50	12	12	68	82	2	87	49	85	15	70
IPR021139	NYN domain, limkain-b1-type	324	145	302	0	4	1	4	59	461	161	376	2	119	145	145	65	12	14	144	125	0	170	57	175	22	150
IPR021140	Alkaline proteinase inhibitor/ Outer membrane lipoprotein Omp19	3	1	0	0	0	0	0	0	1	2	1	0	4	11	3	0	1	0	1	1	0	0	2	0	3	2
IPR021145	Portal protein	6	1	7	0	0	0	0	0	15	4	9	0	0	0	1	2	0	1	12	15	0	17	4	6	0	4
IPR021146	Phage gp6-like head-tail connector protein	24	147	29	1	1	0	0	2	36	16	57	0	23	36	132	33	4	2	22	25	2	26	26	16	5	8
IPR021147	Protein of unknown function DUF697	9	7	5	1	0	0	0	4	1	5	4	0	28	33	15	4	3	2	6	2	1	2	4	0	3	8
IPR021148	Polysaccharide biosynthesis domain	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021149	Oligosaccharyl transferase complex, subunit OST3/OST6	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
IPR021150	Ubiquinol-cytochrome c chaperone/UPF0174	12	41	5	0	0	0	0	12	15	33	15	0	66	89	39	24	6	2	8	8	2	7	19	4	7	13
IPR021151	GINS subunit, domain A	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	2	0	0
IPR021153	Heat-inducible transcription repressor HrcA, C-terminal	161	313	135	0	5	0	3	263	170	434	206	5	139	242	288	44	13	11	61	46	0	55	37	51	14	57
IPR021158	Peptidase M10A, cysteine switch, zinc binding site	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR021179	Mercury(II) reductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	4	1	1	3	0	0	12	2	7	2
IPR021183	N-terminal acetyltransferase A, auxiliary subunit	0	2	2	1	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	2	0
IPR021190	Peptidase M10A	8	9	11	0	1	0	0	2	29	7	23	0	3	2	10	12	4	5	27	25	0	29	7	26	1	8
IPR021196	PdxT/SNO family, conserved site	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
IPR021204	Integrating conjugative element protein, PFL4711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR021206	MprA protease C-terminal rhombosortase-interaction domain	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021207	Integrating conjugative element protein, PFL4705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1
IPR021210	Exosporium BclB, C-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR021212	Domain of unknown function DUF2760	8	3	5	1	0	0	0	3	8	6	2	0	0	4	1	0	0	1	2	1	0	1	0	3	1	3
IPR021213	Protein of unknown function DUF2567	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
IPR021214	Protein of unknown function DUF2568	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021215	Protein of unknown function DUF2752	7	4	12	1	0	0	0	8	8	10	8	0	1	3	4	1	1	2	5	1	1	4	2	6	0	4
IPR021218	Protein of unknown function DUF2784	20	59	17	0	0	0	0	5	30	6	21	0	6	11	90	19	4	1	17	17	0	15	16	11	3	2
IPR021219	Protein of unknown function DUF2703	0	0	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR021221	Bacteriophage 186, Fil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR021223	Abortive phage resistance protein AbiGi	5	0	5	0	0	0	0	0	1	6	4	0	0	0	0	2	0	0	1	1	0	2	0	3	0	3
IPR021224	Protein of unknown function DUF2690	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021225	Protein of unknown function DUF2778	7	5	2	0	0	2	0	1	9	2	6	0	0	1	2	7	0	0	5	5	0	7	6	4	1	1
IPR021226	Protein of unknown function DUF2744	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021228	Protein of unknown function DUF2791	22	70	16	3	1	0	3	4	17	25	25	0	3	1	44	10	0	0	9	4	1	4	5	1	1	13
IPR021229	Protein of unknown function DUF2800	38	301	55	0	0	0	2	4	70	4	83	0	1	6	288	30	1	2	15	19	0	19	21	24	1	5
IPR021230	Protein of unknown function DUF2810	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR021232	Protein of unknown function DUF2735	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0
IPR021233	Protein of unknown function DUF2783	4	15	2	0	0	0	0	0	4	8	2	0	8	17	15	6	2	0	3	0	0	0	7	2	3	3
IPR021234	Protein of unknown function DUF2827	0	33	0	0	0	0	0	1	1	10	1	0	5	1	3	2	0	3	0	0	0	0	0	0	0	2
IPR021235	Protein of unknown function DUF2637	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
IPR021236	Uncharacterised protein family YfdX	1	9	0	1	0	0	0	1	0	2	1	0	0	0	6	4	0	0	2	2	2	3	2	0	0	1
IPR021239	Protein of unknown function DUF2625	1	5	1	0	0	0	0	2	0	4	0	0	39	57	0	1	3	1	0	0	0	0	1	0	3	4
IPR021241	Peptidoglycan-binding protein, CsiV	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0
IPR021242	Protein of unknown function DUF2799	5	4	2	0	0	0	0	2	9	4	8	0	0	1	4	1	0	0	2	5	0	3	0	4	1	2
IPR021243	Protein of unknown function DUF2804	9	2	1	0	0	0	0	4	6	1	11	0	0	7	6	0	1	0	2	0	0	1	0	1	5	2
IPR021244	Protein of unknown function DUF2802	0	6	1	0	0	0	0	0	4	9	4	0	1	0	0	1	0	0	1	2	0	2	1	3	1	3
IPR021245	Protein of unknown function DUF2790	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
IPR021246	Protein of unknown function DUF2797	11	2	6	0	0	0	0	4	8	10	8	0	0	2	0	2	0	2	2	4	0	3	0	5	1	7
IPR021247	Protein of unknown function DUF2785	1	1	0	0	0	0	0	1	1	1	1	1	0	4	1	0	0	0	0	0	0	1	0	0	2	1
IPR021248	Protein of unknown function DUF2787	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
IPR021249	Protein of unknown function DUF2788	1	12	0	0	1	0	0	0	0	3	2	0	0	1	9	9	0	0	1	0	0	1	6	0	1	2
IPR021250	Protein of unknown function DUF2789	4	14	0	0	0	0	0	0	2	3	0	1	0	0	22	7	0	0	3	1	1	1	6	3	1	1
IPR021251	Protein of unknown function DUF2793	15	45	5	0	0	0	1	67	18	149	17	1	106	203	40	31	14	4	5	9	0	4	27	7	16	7
IPR021252	Protein of unknown function DUF2794	6	17	8	0	0	0	0	6	6	24	7	0	48	88	12	12	7	4	5	3	0	6	12	0	6	11
IPR021253	Protein of unknown function DUF2796	3	24	7	1	0	0	0	0	1	3	7	0	0	0	41	6	0	0	3	1	0	2	2	0	1	2
IPR021254	Protein of unknown function DUF2806	2	6	2	0	0	0	0	0	7	2	7	0	0	1	6	4	0	0	1	1	0	1	4	3	0	2
IPR021255	Putative auto-transporter adhesin, head GIN domain	23	31	14	4	2	1	1	10	32	38	21	2	29	65	24	19	7	5	13	5	3	7	16	14	16	29
IPR021256	Protein of unknown function DUF2808	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
IPR021257	Protein of unknown function DUF2809	0	0	0	0	0	0	0	0	0	2	1	0	0	3	1	0	0	0	0	0	0	0	0	0	2	0
IPR021259	Protein of unknown function DUF2817	28	68	36	0	0	0	1	6	25	30	38	0	1	2	69	9	0	2	11	11	0	9	13	9	0	3
IPR021260	Lipid II flippase Amj	5	0	5	0	0	0	0	0	1	5	1	0	0	0	3	0	0	1	0	0	0	0	0	1	0	4
IPR021261	Protein of unknown function DUF2838	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR021263	Protein of unknown function DUF2840	3	43	0	0	0	0	1	25	0	45	0	0	72	180	33	20	7	4	1	0	0	1	13	1	8	8
IPR021265	Protein of unknown function DUF2842	4	11	3	0	1	0	0	6	1	19	1	0	35	52	16	10	5	3	2	2	0	1	7	0	6	9
IPR021266	Kdo hydroxylase	8	6	3	0	0	0	0	5	3	2	6	0	38	41	4	2	3	0	1	2	0	0	0	1	2	2
IPR021267	Protein of unknown function DUF2844	1	9	1	0	0	0	0	2	0	3	0	0	0	1	4	2	0	0	0	0	0	1	1	0	0	1
IPR021268	Protein of unknown function DUF2845	4	3	3	0	0	0	0	1	2	3	7	0	0	15	2	0	1	0	1	1	0	2	0	2	5	4
IPR021269	Protein of unknown function DUF2848	8	11	8	0	0	1	0	0	4	2	8	0	2	0	11	4	0	0	5	0	0	5	3	3	0	5
IPR021270	Protein of unknown function DUF2849	6	13	5	0	1	0	1	6	1	24	5	2	41	66	10	5	4	2	3	2	0	3	6	2	5	5
IPR021272	Protein of unknown function DUF2851	18	12	20	1	1	1	0	1	25	13	7	2	0	0	5	2	0	0	7	1	2	1	3	6	0	4
IPR021273	Protein of unknown function DUF2852	5	7	2	0	0	0	2	2	1	2	2	0	3	1	5	1	0	0	2	1	0	2	3	0	1	2
IPR021274	Protein of unknown function DUF2853	0	5	2	0	0	0	0	0	2	4	0	0	28	20	0	5	3	1	1	0	0	0	2	0	4	2
IPR021276	Protein of unknown function DUF2855	3	53	11	0	0	0	1	15	5	48	5	0	45	89	50	15	4	4	2	1	0	4	8	1	2	6
IPR021277	Protein of unknown function DUF2610	4	7	3	0	0	0	0	0	3	2	10	0	0	1	6	8	0	0	3	5	0	4	4	1	1	1
IPR021278	ATP synthase subunit K	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021279	Protein of unknown function DUF2721	11	27	16	1	0	0	1	91	11	163	11	0	14	22	44	11	3	4	11	6	1	7	7	6	5	8
IPR021280	Protein of unknown function DUF2723	35	11	39	2	1	1	2	10	50	18	52	1	0	1	8	4	0	1	11	11	0	11	2	10	2	6
IPR021283	Protein of unknown function DUF2612	5	96	10	0	0	0	0	1	10	0	3	0	1	1	111	11	1	0	1	2	0	2	13	2	1	0
IPR021284	Protein of unknown function DUF2750	0	0	1	0	0	0	0	2	3	3	2	0	23	33	5	1	2	1	0	1	0	0	1	2	2	2
IPR021285	Transcription regulator, HycA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR021287	Trans-sialidase, conserved site	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR021289	Recombination, repair and ssDNA binding protein UvsY	3	37	1	0	0	0	0	0	9	1	4	0	0	0	16	5	0	1	1	1	0	1	3	3	0	1
IPR021292	Protein of unknown function DUF2863	8	12	8	0	0	0	0	0	4	2	0	0	1	11	4	4	0	0	2	0	0	1	2	2	2	1
IPR021293	Protein of unknown function DUF2865	16	9	11	1	0	0	0	2	3	16	4	0	82	75	11	7	7	3	6	0	0	2	4	0	9	11
IPR021295	Protein of unknown function DUF2867	31	41	19	1	3	0	3	9	20	9	35	0	20	17	32	10	5	0	14	11	1	12	9	8	5	10
IPR021296	Protein of unknown function DUF2868	0	30	3	0	0	0	0	0	3	0	1	0	0	2	55	3	0	0	1	1	0	2	3	0	1	0
IPR021297	YlqD protein	2	3	1	0	0	0	0	1	0	3	4	0	9	6	0	1	2	0	0	0	0	0	1	0	2	1
IPR021298	Cilia- and flagella-associated protein 298	0	1	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
IPR021300	Integrating conjugative element protein, PFL4695	0	1	1	0	0	0	0	1	2	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
IPR021301	Domain of unknown functionDUF2779	63	73	56	3	0	0	2	115	103	194	84	0	20	36	56	16	1	4	22	29	1	27	16	32	2	16
IPR021302	Protein of unknown function DUF2780, VcgC/VcgE	0	30	1	0	0	0	0	0	1	3	1	0	5	3	37	3	1	0	0	1	0	0	3	0	1	0
IPR021303	Uncharacterised protein family, inner membrane, YbhQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR021304	Adenovirus L4-33K/L4-22K	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021306	Protein of unknown function DUF2878	10	47	14	0	1	0	0	9	8	5	13	0	5	7	40	3	2	3	9	8	1	12	4	5	2	7
IPR021307	Protein of unknown function DUF2884	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR021308	Group 4 capsule polysaccharide formation lipoprotein GfcB	1	1	0	0	0	0	0	0	0	1	1	0	0	4	1	2	0	0	0	0	0	1	1	0	2	0
IPR021309	Protein of unknown function DUF2892	50	113	31	0	0	0	0	8	57	28	33	2	53	41	98	53	9	11	37	31	1	29	38	38	12	40
IPR021312	Protein of unknown function DUF2889	16	26	17	0	0	0	0	2	16	13	12	0	0	6	34	11	0	1	5	3	0	7	6	4	2	7
IPR021313	Protein of unknown function DUF2909	10	33	11	0	0	0	0	43	4	79	2	0	6	18	24	12	1	3	5	4	0	5	13	6	6	6
IPR021314	Protein of unknown function DUF2911	29	8	31	4	2	3	1	7	34	12	24	0	27	22	7	5	1	2	13	7	5	11	1	6	1	9
IPR021315	Glycolipid exporter Gap/Sap	0	5	0	0	0	0	0	1	0	7	0	0	0	0	2	2	0	0	0	1	0	0	0	1	1	1
IPR021316	Protein of unknown function DUF2913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IPR021317	Protein of unknown function DUF2917	5	7	0	0	1	0	0	2	5	2	3	3	0	1	6	6	0	1	4	2	0	3	5	3	2	3
IPR021318	Protein of unknown function DUF2919	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR021320	Protein of unknown function DUF2905	28	47	27	0	0	0	0	61	18	121	23	0	7	24	43	18	1	3	10	15	0	14	15	7	4	11
IPR021322	Protein of unknown function DUF2924	56	97	32	0	0	0	0	192	43	350	53	0	118	275	69	39	15	8	22	14	0	15	24	22	19	24
IPR021323	Protein of unknown function DUF2927	4	1	1	0	0	0	0	0	3	1	0	0	0	0	5	1	0	0	0	0	0	0	1	0	0	1
IPR021324	Protein of unknown function DUF2929	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021326	Protein of unknown function DUF2931	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
IPR021327	Protein of unknown function DUF2934	46	131	41	1	0	0	0	10	47	20	52	0	7	10	146	50	2	1	29	30	0	20	42	34	3	27
IPR021328	Protein of unknown function DUF2935	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0
IPR021329	Protein of unknown function DUF2938	5	25	1	0	0	0	0	0	1	1	6	0	1	9	13	3	0	0	1	1	0	3	5	2	4	1
IPR021330	Protein of unknown function DUF2939	2	3	2	0	0	0	0	3	0	7	0	0	43	22	0	6	5	2	2	0	0	0	4	1	6	12
IPR021331	Hypervirulence associated protein, TUDOR domain	1	2	3	0	0	0	0	0	0	1	0	0	1	1	2	2	0	0	1	0	0	0	1	0	1	1
IPR021332	Protein of unknown function DUF2944	9	32	13	0	0	0	0	134	9	222	15	1	20	50	35	6	2	2	4	2	0	6	6	2	5	5
IPR021333	Protein of unknown function DUF2946	0	3	0	1	0	0	0	0	1	1	2	1	0	0	1	12	0	0	2	1	0	3	3	1	5	4
IPR021335	Protein of unknown function DUF2948	13	20	13	0	1	0	0	4	5	7	10	0	41	37	16	10	4	1	4	4	0	4	11	3	3	5
IPR021338	Protein of unknown function DUF2953	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IPR021339	Protein of unknown function DUF2956	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021340	Protein of unknown function DUF2957	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021341	Protein of unknown function DUF2958	20	52	12	0	0	0	0	13	24	22	27	0	33	45	46	21	5	4	14	13	0	12	16	16	5	13
IPR021342	Protein of unknown function DUF2959	10	117	9	0	0	0	0	0	12	13	14	0	0	0	110	8	0	1	5	4	0	2	8	4	0	3
IPR021344	Protein of unknown function DUF2970	4	47	9	0	1	0	1	70	2	125	5	2	4	21	54	14	1	3	8	3	0	8	17	6	9	8
IPR021345	Protein of unknown function DUF2961	31	2	17	0	0	1	0	0	22	4	33	1	0	1	0	0	0	1	3	1	1	3	0	1	0	3
IPR021346	Translation machinery-associated protein 16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
