GO	description	category	ERR1811624	ERR1811625	ERR1811626	ERR1811627	ERR1811628	ERR1811629	ERR1811630	ERR1811631	ERR1811632	ERR1811633	ERR1811634	ERR1811635	ERR1811636	ERR1811637	ERR1811638	ERR1811639	ERR1811640	ERR1811641	ERR1811642	ERR1811643	ERR1811644	ERR1811645	ERR1811646	ERR1811647	ERR1811648	ERR1811649	ERR1811650	ERR1811651	ERR1811652	ERR1811653	ERR1811654	ERR1811655	ERR1811656	ERR1811657	ERR1811658	ERR1811659	ERR1811660	ERR1811661
GO:0015658	branched-chain amino acid transmembrane transporter activity	molecular function	54	55	123	32	33	24	38	24	19	53	53	19	9	17	77	28	47	37	102	82	29	50	4	33	38	31	39	138	124	61	28	20	154	101	49	41	30	62
GO:0015667	site-specific DNA-methyltransferase (cytosine-N4-specific) activity	molecular function	176	190	253	278	447	303	231	146	168	198	729	189	283	140	343	157	397	345	394	310	358	268	1015	431	120	285	407	382	433	323	148	242	557	350	268	142	237	337
GO:0015671	oxygen transport	biological process	17	15	47	29	64	0	29	17	31	29	10	27	30	12	25	15	39	34	4	19	20	13	35	25	28	20	51	12	21	17	26	17	19	19	16	34	3	8
GO:0015672	monovalent inorganic cation transport	biological process	419	343	681	297	433	155	504	298	410	349	323	292	312	195	922	111	162	241	671	709	650	142	170	243	368	463	578	549	483	685	512	331	676	536	581	444	130	437
GO:0015684	ferrous iron transport	biological process	1154	1195	2532	1056	1692	926	1575	1354	1319	1558	2035	1193	1546	814	2289	309	765	812	2117	2727	2459	380	389	621	1411	1740	2755	1911	2117	2455	1753	1648	3243	1881	2028	1579	535	1924
GO:0015689	molybdate ion transport	biological process	126	168	209	101	195	122	160	137	72	123	387	98	150	132	189	30	107	98	255	287	251	47	63	88	107	215	209	139	184	151	137	146	177	160	174	103	48	220
GO:0015693	magnesium ion transport	biological process	4	0	1	3	2	9	3	2	1	1	21	1	4	0	12	21	81	17	2	3	2	65	70	73	5	2	1	6	8	8	0	4	5	7	5	1	40	13
GO:0015694	mercury ion transport	biological process	3	28	59	53	62	3	13	12	49	22	4	19	27	5	7	24	25	35	16	17	16	18	13	41	11	16	24	5	9	5	9	13	11	10	18	18	18	4
GO:0015696	ammonium transport	biological process	2650	3172	6802	4216	6476	1305	3513	2588	3824	4499	3027	3689	3080	2041	4410	1560	3698	3588	3927	5189	4991	2327	3202	3877	2998	3688	5196	2467	4166	3974	3624	2984	4683	3750	3895	4149	2023	4102
GO:0015700	arsenite transport	biological process	35	14	39	21	14	9	19	3	15	15	36	10	14	13	70	11	44	19	78	28	16	43	64	102	11	55	23	134	128	520	20	3	522	146	14	9	45	20
GO:0015703	chromate transport	biological process	207	214	581	407	596	62	305	180	391	359	132	281	236	145	283	240	629	437	277	361	299	317	640	591	227	223	402	222	186	242	281	216	256	155	238	325	270	275
GO:0015706	nitrate transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0015708	silicate transport	biological process	2	2	0	0	0	0	18	18	0	0	2	0	0	0	1	0	0	0	0	1	2	0	0	0	9	0	5	0	0	5	0	0	0	1	5	0	0	0
GO:0015711	organic anion transport	biological process	0	2	7	0	4	2	3	3	2	4	5	2	6	5	4	0	4	0	16	4	4	8	4	2	1	3	2	3	1	7	2	2	15	8	10	2	5	14
GO:0015716	organic phosphonate transport	biological process	0	6	7	16	12	0	13	9	9	19	2	11	11	4	20	14	12	17	6	11	12	4	8	15	4	6	15	28	8	14	7	14	4	28	4	4	7	5
GO:0015727	lactate transport	biological process	289	259	671	446	690	185	398	287	400	418	555	365	413	214	511	245	539	486	528	653	515	285	400	581	359	391	659	562	430	592	399	408	680	387	391	370	135	398
GO:0015740	C4-dicarboxylate transport	biological process	220	87	396	10	10	58	225	80	45	39	45	10	41	96	149	17	68	37	84	130	112	44	146	47	104	102	82	14	31	143	146	85	45	47	80	237	4	216
GO:0015743	malate transport	biological process	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	1	1	0	1	1	7	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0
GO:0015768	maltose transport	biological process	0	0	2	2	1	0	0	2	1	2	1	1	5	1	5	0	1	2	4	8	3	0	2	0	0	2	5	2	5	3	3	1	0	2	2	1	0	0
GO:0015774	polysaccharide transport	biological process	695	758	1474	766	1048	343	924	672	830	984	683	732	602	385	1042	258	552	484	997	1248	1152	299	353	545	636	848	1337	833	818	798	788	645	1178	716	882	880	241	716
GO:0015803	branched-chain amino acid transport	biological process	54	55	123	32	33	24	38	24	19	53	53	19	9	17	77	28	47	37	102	82	29	50	4	33	38	31	39	138	124	61	28	20	154	101	49	41	30	62
GO:0015813	L-glutamate transport	biological process	481	218	712	153	214	34	545	298	250	339	82	199	90	200	724	33	64	72	558	697	582	55	127	93	397	290	398	200	403	498	610	272	183	488	559	523	21	339
GO:0015833	peptide transport	biological process	1216	1501	3036	2079	2785	1232	1625	1342	1810	2051	2855	1418	2021	990	2459	1038	2018	1788	2779	2806	2474	1252	2026	2457	1402	1884	2981	2437	2277	2775	1474	1707	3502	2075	1863	1698	1054	1980
GO:0015846	polyamine transport	biological process	82	98	192	151	210	24	92	75	107	143	58	89	140	61	153	81	166	165	185	234	143	89	144	176	102	129	208	77	98	113	93	109	92	132	98	110	87	61
GO:0015878	biotin transport	biological process	143	204	345	234	265	128	176	164	163	204	323	170	209	122	257	66	154	153	220	275	307	123	169	156	144	233	324	181	236	197	165	206	314	253	220	198	100	294
GO:0015886	heme transport	biological process	1014	1000	2319	1511	2222	331	1300	1032	1673	1619	750	1241	1310	450	1682	626	1201	1441	1603	1858	1775	724	1036	1367	1110	1235	2295	831	953	1215	1323	1004	898	1016	1379	1459	388	829
GO:0015888	thiamine transport	biological process	34	25	26	3	8	59	21	12	8	13	103	4	19	24	27	4	1	6	67	36	20	1	5	8	20	19	29	39	81	73	21	12	102	66	34	13	19	59
GO:0015891	siderophore transport	biological process	75	71	236	91	186	30	115	126	138	125	50	85	84	31	105	56	67	115	84	143	117	61	54	91	92	94	150	53	60	115	106	82	91	44	143	118	9	50
GO:0015920	lipopolysaccharide transport	biological process	80	50	107	41	71	9	91	53	62	72	34	54	46	24	109	9	34	56	97	98	86	18	17	26	39	57	57	48	55	72	50	24	31	39	41	37	9	44
GO:0015923	mannosidase activity	molecular function	171	205	344	93	195	276	278	127	92	200	677	102	195	171	439	45	75	75	460	460	337	51	56	93	157	281	263	450	581	430	195	133	673	360	301	216	74	372
GO:0015926	glucosidase activity	molecular function	103	154	437	174	155	134	181	144	174	155	322	162	153	100	339	82	107	165	306	390	276	112	105	174	199	132	239	153	394	315	159	150	437	356	337	198	77	234
GO:0015930	glutamate synthase activity	molecular function	2997	3246	7832	4599	7188	1572	3762	3481	4876	5269	3353	4100	3787	1889	5378	1911	4259	4287	4644	6137	5840	2709	3093	4695	3809	4239	6761	3336	4682	4856	4352	3645	5840	4439	4503	4912	2142	4043
GO:0015934	large ribosomal subunit	cellular component	483	482	1122	664	1073	354	624	520	712	790	675	639	573	307	920	315	787	636	762	997	900	411	648	685	517	642	960	646	758	819	606	559	945	681	689	584	315	585
GO:0015935	small ribosomal subunit	cellular component	402	475	908	553	1028	260	531	442	682	653	674	508	454	275	763	254	612	590	697	951	673	305	441	536	422	518	785	543	610	690	426	326	669	403	478	504	214	458
GO:0015936	coenzyme A metabolic process	biological process	614	629	1767	777	1094	446	1028	804	994	913	999	583	937	318	1265	449	744	737	865	1354	1189	384	280	746	907	921	1660	858	993	1269	1070	693	1474	771	1106	1152	196	907
GO:0015937	coenzyme A biosynthetic process	biological process	1023	1197	2490	1427	2155	666	1470	1130	1578	1606	1713	1207	1284	710	1981	624	1371	1281	1846	2209	2131	790	1163	1454	1178	1434	2180	1575	1681	2038	1481	1309	2426	1478	1705	1659	545	1515
GO:0015940	pantothenate biosynthetic process	biological process	2176	2280	5123	3026	4500	1369	3018	2272	2862	3247	3520	2608	2554	1431	4084	1084	2717	2338	3871	4626	4335	1826	2591	2939	2521	2971	4855	3059	3537	3990	3094	2916	5082	3264	3607	3212	1373	3197
GO:0015946	methanol oxidation	biological process	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	2	0	2	0	0	1	0	0	0	1	0	4	0	0	1	0	0
GO:0015947	methane metabolic process	biological process	1	0	0	3	5	1	1	0	0	0	0	1	0	5	1	0	1	0	2	2	3	0	0	2	0	0	1	3	3	2	2	0	2	3	0	0	1	1
GO:0015948	methanogenesis	biological process	4511	5051	8170	2769	3986	5254	5580	4008	3063	5010	12842	2612	4827	2840	9194	913	1131	1904	9930	10182	8560	669	757	1581	3836	6893	8322	8207	6657	10485	4860	5714	12139	5814	7566	4806	1706	7937
GO:0015969	guanosine tetraphosphate metabolic process	biological process	866	795	1973	1093	1573	464	1169	864	1075	1259	1031	969	932	521	1721	436	987	862	1428	1762	1630	606	869	1015	919	1011	1654	1320	1233	1423	1222	942	1696	1102	1246	1283	398	1148
GO:0015976	carbon utilization	biological process	118	158	382	204	312	42	184	98	231	198	112	162	197	91	245	120	283	220	161	309	278	167	198	227	167	178	328	78	171	150	189	181	122	169	209	222	86	139
GO:0015977	carbon fixation	biological process	1793	1205	3890	1990	2611	471	2280	1623	2615	2543	966	1952	2027	888	3293	924	2114	1935	2513	3301	3203	1350	1855	2421	1825	1965	3427	1286	2110	1927	2501	1516	1386	2057	2501	2448	840	1424
GO:0015979	photosynthesis	biological process	108	177	324	172	245	33	202	296	160	129	109	127	146	52	215	220	156	161	124	353	220	427	89	170	180	183	217	119	122	169	173	137	154	139	196	167	27	147
GO:0015986	ATP synthesis coupled proton transport	biological process	4355	4816	9826	6447	9742	2463	5885	4752	6278	6781	5757	5668	5442	2844	8477	2395	5746	5584	7416	9206	8427	3337	4529	6049	4965	6202	8993	5604	6485	7918	5904	5400	7974	6118	6732	6247	2444	5608
GO:0015990	electron transport coupled proton transport	biological process	2	0	1	3	0	1	0	2	0	1	0	0	3	1	2	0	1	1	6	4	0	0	0	1	1	1	5	0	2	0	1	0	0	2	0	0	0	0
GO:0015991	ATP hydrolysis coupled proton transport	biological process	1289	1412	2655	1711	2590	879	1776	1389	1623	1888	2267	1502	1576	882	2719	568	1398	1401	2379	2846	2451	807	1172	1632	1324	1912	2606	1942	2252	2667	1726	1568	3037	2024	1944	1669	783	1905
GO:0015992	proton transport	biological process	4371	4527	9391	5609	8697	3108	5912	4728	5823	6258	7282	5225	4948	3037	8916	2071	4708	4696	7274	9152	8697	2894	4256	5346	4776	5854	8467	6710	7490	7769	5928	5185	10417	6519	6768	5894	2240	6385
GO:0015995	chlorophyll biosynthetic process	biological process	54	112	180	137	204	14	77	139	131	102	69	101	104	36	149	49	68	74	60	117	140	43	26	98	100	141	153	81	60	60	103	98	96	106	125	142	14	60
GO:0015996	chlorophyll catabolic process	biological process	20	35	40	21	20	9	31	17	50	29	39	11	24	15	41	18	32	21	43	52	29	19	32	14	30	36	55	27	24	25	34	22	33	31	45	30	2	33
GO:0016012	sarcoglycan complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GO:0016020	membrane	cellular component	117189	130736	292064	162575	236520	73898	160660	130206	173444	184388	173480	141371	149768	82483	216144	71652	163354	149452	194313	254829	224653	98460	135252	165598	135981	160484	255617	155548	178160	193042	158161	141670	232959	163173	181436	180137	77328	161176
GO:0016021	integral component of membrane	cellular component	57042	61220	132494	75484	110716	31740	76401	60652	82102	85713	72596	65572	68945	37310	102529	31835	75743	67560	92882	119723	105593	45059	63251	76484	64077	75052	119160	66247	80447	89939	76053	66052	97807	72502	84099	81507	34742	71951
GO:0016032	viral process	biological process	33	18	23	10	14	41	26	29	9	17	53	6	23	6	35	28	67	31	49	10	27	44	55	127	13	43	18	18	27	37	25	16	36	21	20	14	11	19
GO:0016037	light absorption	biological process	4	1	4	0	0	0	1	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	2	0	0	0	0
GO:0016042	lipid catabolic process	biological process	77	89	184	118	174	68	112	80	105	140	143	107	131	74	166	82	166	91	127	195	162	92	159	176	102	104	154	120	124	143	124	119	174	125	147	103	246	99
GO:0016043	cellular component organization	biological process	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016049	cell growth	biological process	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0016051	carbohydrate biosynthetic process	biological process	930	1114	1969	1450	2166	1015	1290	1158	1075	1412	2044	1131	1301	789	1746	488	1249	1423	1686	1929	2118	756	1132	1328	922	1464	2022	1583	1785	1843	1190	1337	2580	1520	1546	1180	811	1533
GO:0016052	carbohydrate catabolic process	biological process	1224	1660	3178	1967	2619	1213	1801	1539	1825	2010	3333	1511	1582	1121	2643	719	1361	1659	2474	2824	2454	717	897	1325	1500	2102	2662	2386	2939	2047	1727	1716	3961	2314	2254	1908	416	1958
GO:0016055	Wnt signaling pathway	biological process	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
GO:0016068	type I hypersensitivity	biological process	0	0	0	0	2	0	0	0	2	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
GO:0016070	RNA metabolic process	biological process	28	15	6	3	3	19	7	107	2	15	61	5	48	13	27	8	20	10	6	25	7	10	9	5	43	30	52	61	35	19	7	43	23	66	47	5	4	9
GO:0016114	terpenoid biosynthetic process	biological process	2698	2793	5366	3627	5421	1791	3424	2568	3322	3633	4003	3270	2690	1931	4954	1316	3413	2914	4245	5180	5213	2186	3328	3522	2754	3566	5037	3748	4493	4499	3475	3070	6285	4114	3694	3620	1732	3836
GO:0016125	sterol metabolic process	biological process	0	5	10	8	13	0	0	6	7	6	0	5	2	1	1	1	9	4	1	1	3	3	0	9	3	1	8	0	0	0	3	6	0	0	2	4	0	0
GO:0016149	translation release factor activity, codon specific	molecular function	1302	1471	3134	1962	3002	818	1831	1460	2018	2140	2022	1722	1547	904	2614	778	1811	1638	2154	2917	2665	1073	1387	1911	1488	1904	2881	2055	2268	2556	1870	1723	3292	2127	2173	2169	772	1976
GO:0016151	nickel cation binding	molecular function	4165	3542	7455	2238	3522	2383	5346	3382	2983	4179	5608	2610	3430	2429	7064	689	1979	1897	6372	7614	6863	1191	1591	1700	3530	4462	6421	4530	5250	7002	4917	3666	7406	5165	5781	4853	1763	5081
GO:0016153	urocanate hydratase activity	molecular function	1154	1226	3326	1489	1971	803	1953	1444	1906	1804	1988	1186	1626	838	2575	804	2015	1401	2288	3063	2667	1128	2193	2144	1530	1590	3042	2412	2277	2397	1863	1432	3209	1769	2276	2230	739	1587
GO:0016157	sucrose synthase activity	molecular function	798	623	1250	410	572	154	1020	782	682	944	400	657	559	428	1139	74	160	184	1138	1501	1629	41	66	123	752	995	1200	273	773	669	1185	673	285	629	1244	809	76	604
GO:0016158	3-phytase activity	molecular function	97	166	252	210	223	60	133	140	217	130	103	125	100	44	144	66	130	141	101	204	239	74	189	161	93	146	187	87	98	105	139	185	116	83	156	190	25	169
GO:0016161	beta-amylase activity	molecular function	18	14	14	5	6	6	9	12	8	2	16	4	12	9	6	10	9	3	24	8	27	24	0	6	8	17	11	17	11	12	7	9	11	9	18	4	1	2
GO:0016163	nitrogenase activity	molecular function	128	43	276	35	141	9	118	84	50	92	59	89	73	107	190	3	86	90	100	198	216	24	34	5	96	150	212	39	168	155	111	46	67	164	83	164	47	162
GO:0016168	chlorophyll binding	molecular function	6	13	32	7	15	2	44	57	0	1	1	4	2	2	19	41	21	28	19	90	30	144	5	22	15	7	13	7	12	16	12	10	26	10	19	5	6	19
GO:0016192	vesicle-mediated transport	biological process	21	12	28	24	19	12	58	60	31	22	33	27	17	7	32	38	30	30	28	34	43	20	21	17	18	13	36	21	12	17	15	12	23	25	18	20	6	28
GO:0016209	antioxidant activity	molecular function	3313	3763	7925	4904	7124	1781	4610	3443	5180	5254	4311	4388	3880	2123	5829	1842	4194	3983	5517	6965	6512	2409	3427	4351	3867	4768	7077	3858	4667	5069	4513	4070	5673	3933	5091	4817	1730	4186
GO:0016226	iron-sulfur cluster assembly	biological process	2720	3152	6143	4260	6311	1787	3622	3017	4398	4370	4160	3801	3443	1868	5692	1620	3768	3317	5128	5920	5843	2383	3448	4029	3414	3860	6254	4318	4585	5625	3695	3525	6773	4130	4331	3753	1817	3905
GO:0016233	telomere capping	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0016255	attachment of GPI anchor to protein	biological process	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
GO:0016272	prefoldin complex	cellular component	16	13	19	33	73	39	32	17	29	19	57	15	10	12	31	3	7	12	36	18	16	6	9	10	11	24	22	44	60	64	12	15	105	28	32	7	7	50
GO:0016295	myristoyl-[acyl-carrier-protein] hydrolase activity	molecular function	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0
GO:0016296	palmitoyl-[acyl-carrier-protein] hydrolase activity	molecular function	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0
GO:0016297	acyl-[acyl-carrier-protein] hydrolase activity	molecular function	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0
GO:0016298	lipase activity	molecular function	59	54	161	65	83	16	77	47	107	98	39	49	45	18	95	25	71	72	90	103	108	54	48	80	68	60	80	32	50	65	76	51	40	34	89	130	31	54
GO:0016301	kinase activity	molecular function	6156	5852	11717	5593	8619	4669	7998	5975	6004	7312	11129	5655	6724	4567	12820	2163	5778	4497	11590	13467	12179	3501	5327	5835	6330	8260	12029	9441	11352	11609	8017	7346	15062	9269	9830	7081	3498	9236
GO:0016307	phosphatidylinositol phosphate kinase activity	molecular function	2	3	0	1	0	0	3	4	1	5	0	2	1	0	2	2	8	7	1	0	2	12	1	3	3	1	3	0	1	0	0	0	1	0	0	0	0	0
GO:0016310	phosphorylation	biological process	18998	18966	37531	19424	30265	13936	24119	18972	20660	25042	32236	19104	21707	14026	34679	7892	19891	17760	31823	38811	36621	10783	14965	18910	19531	25807	37298	25858	31089	30888	23242	22099	39109	26658	28445	22553	10296	27742
GO:0016311	dephosphorylation	biological process	839	942	2082	1400	2015	536	1193	946	1323	1415	1176	1120	1019	593	1665	632	1334	1127	1470	1908	1650	763	1180	1890	1087	1256	2023	1165	1480	1390	1141	1070	1714	1274	1352	1269	545	1207
GO:0016337	single organismal cell-cell adhesion	biological process	0	0	1	2	0	1	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	2	0	1	0	16	1	3	1	0	1	1	0	0	0	1
GO:0016407	acetyltransferase activity	molecular function	105	147	327	227	344	67	176	127	262	232	126	179	218	54	130	111	279	285	140	245	211	201	234	294	172	186	350	73	117	96	207	174	99	102	153	208	127	121
GO:0016410	N-acyltransferase activity	molecular function	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0
GO:0016415	octanoyltransferase activity	molecular function	178	174	376	238	387	79	220	165	234	246	158	225	208	75	313	99	222	181	225	331	274	152	200	264	138	200	317	178	209	212	221	167	228	159	216	217	126	161
GO:0016429	tRNA (adenine-N1-)-methyltransferase activity	molecular function	78	64	137	130	225	127	113	92	144	106	271	107	114	40	175	61	102	102	192	176	149	59	163	165	84	117	150	178	219	273	83	128	305	119	101	77	92	167
GO:0016433	rRNA (adenine) methyltransferase activity	molecular function	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
GO:0016437	tRNA cytidylyltransferase activity	molecular function	19	29	17	52	78	52	38	11	40	21	131	29	10	8	61	12	15	24	61	42	45	9	20	21	16	27	26	69	99	91	20	11	151	76	45	17	18	90
GO:0016459	myosin complex	cellular component	11	7	10	10	8	1	19	31	11	20	7	13	25	3	6	11	18	32	8	18	18	21	15	22	15	9	14	1	5	14	9	10	12	13	12	6	12	3
GO:0016462	pyrophosphatase activity	molecular function	30	21	78	12	28	17	33	9	8	32	15	19	16	13	46	3	16	16	31	51	49	8	15	18	23	32	43	48	29	26	27	16	45	23	27	37	11	53
GO:0016480	negative regulation of transcription from RNA polymerase III promoter	biological process	0	0	1	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
GO:0016485	protein processing	biological process	0	0	1	0	2	3	0	1	1	0	4	3	0	0	1	1	0	5	6	2	3	2	0	0	1	0	0	4	2	4	3	0	3	1	3	1	0	4
GO:0016491	oxidoreductase activity	molecular function	131891	155695	316131	189288	278651	109146	176643	148053	191618	202044	250862	154561	171946	87962	237197	82879	190677	173854	236378	282417	257872	116786	170161	211032	151458	191496	291725	180446	198918	227577	176560	175205	286309	180105	212960	197733	106333	203132
GO:0016514	SWI/SNF complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016531	copper chaperone activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity	molecular function	0	3	3	1	1	1	0	3	0	3	3	1	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	2	4	1	1	2	1	0	2	0	2
GO:0016539	intein-mediated protein splicing	biological process	33	21	31	42	75	42	44	24	29	24	80	28	48	20	46	42	107	44	55	48	76	66	119	116	20	36	53	66	74	51	41	21	96	53	25	9	54	30
GO:0016559	peroxisome fission	biological process	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016560	protein import into peroxisome matrix, docking	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0016567	protein ubiquitination	biological process	14	21	24	20	22	6	25	9	6	40	12	12	8	6	12	5	12	17	26	19	13	14	5	4	9	9	9	5	20	15	11	4	40	9	4	6	6	12
GO:0016568	chromatin modification	biological process	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0016570	histone modification	biological process	0	1	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0016573	histone acetylation	biological process	0	0	4	2	0	0	1	2	0	3	2	2	2	2	1	3	0	4	3	2	0	0	2	1	1	2	4	3	5	8	2	2	4	1	0	2	1	1
GO:0016575	histone deacetylation	biological process	5	14	16	5	3	7	14	5	2	3	14	2	2	3	7	1	0	1	8	14	8	0	0	1	8	7	4	3	7	9	7	13	12	4	7	6	1	17
GO:0016579	protein deubiquitination	biological process	20	34	20	16	18	13	20	32	13	43	25	17	16	5	19	1	15	11	20	15	20	13	11	8	11	16	12	5	87	16	21	3	24	82	6	6	4	9
GO:0016586	RSC complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016592	mediator complex	cellular component	2	0	4	3	4	1	1	2	1	3	0	2	3	0	2	1	10	2	2	1	2	4	0	0	0	3	7	3	0	0	3	0	0	0	0	0	0	0
GO:0016593	Cdc73/Paf1 complex	cellular component	0	1	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0016597	amino acid binding	molecular function	4717	5365	10704	6237	9193	3596	6561	5250	6538	6913	8406	5540	5457	3263	9279	2417	5450	5267	8471	10412	9516	3388	4856	5849	5421	6509	9992	7920	8463	9174	6455	6221	12462	7531	7861	6905	2869	6930
GO:0016598	protein arginylation	biological process	194	163	348	324	372	38	199	173	218	220	62	182	228	76	303	137	247	317	172	235	284	168	163	270	144	192	268	210	198	414	178	134	307	238	145	192	82	89
GO:0016602	CCAAT-binding factor complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016607	nuclear speck	cellular component	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	1	0	2	0	1	0	0	0	0	0	1	0	2	1	2	0	0	1	0	0	0	0	2
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	molecular function	1090	1661	3998	3297	4195	382	1542	1699	2901	2638	874	2160	2475	635	1855	1857	3802	3830	1328	2652	2211	2522	3091	4052	1896	1819	3851	978	1208	1119	2081	1883	1433	1402	1773	2382	1571	1305
GO:0016615	malate dehydrogenase activity	molecular function	43	39	131	69	120	5	50	55	106	85	9	87	69	12	66	41	86	93	61	78	66	53	63	87	61	40	88	20	19	35	58	53	36	36	67	120	21	33
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular function	14600	17416	34660	21081	31761	11012	19241	15603	21207	22587	25760	18058	18364	9734	26761	8326	19068	17799	24944	30914	27952	11407	16059	20140	16617	20642	31963	21536	24683	27170	19739	19475	35570	21952	23536	21550	9797	22349
GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	molecular function	8709	10060	22557	13656	19460	5099	11973	10159	14544	14770	11134	11763	11672	5397	15784	6308	15091	12769	13717	18482	16697	9831	14464	16804	10959	12458	20264	11127	12619	14542	12528	11491	17528	12378	13313	14464	8636	12472
GO:0016624	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor	molecular function	1924	2565	5234	3641	5447	1511	2706	2615	3599	3726	3592	3089	3458	1542	3801	1627	3999	3323	3891	5396	4294	2473	3694	4350	2830	3155	5698	2833	3231	3074	3189	3245	4009	3181	3729	3204	1857	3227
GO:0016625	oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor	molecular function	8988	8525	12322	3190	6373	14012	9992	6753	3419	6976	31602	3822	6465	6053	16210	641	1486	2201	20936	17784	15045	517	737	1495	5484	10313	11297	18192	15698	20651	7810	9332	30169	12291	14174	7318	3309	18270
GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	molecular function	11830	14367	30470	20810	32478	9391	16354	16598	23188	20376	21541	17165	19242	7142	19662	8953	19916	18985	19590	24474	23755	12820	18067	23637	16164	18321	33096	14044	14218	16771	17876	18759	20440	12994	20250	19541	14238	16337
GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	molecular function	19	11	25	5	11	1	16	21	25	15	1	18	17	3	28	2	10	6	3	54	29	5	1	5	26	13	25	0	7	7	24	25	3	9	36	12	2	2
